ID,LAT,LON,NAME,Total Days,Missing Days,Missing %
US1FLFR0006,29.6589,-84.8809,ST. GEORGE ISLAND 2.2 ENE,6,3,50.0
US1FLFR0008,29.6709,-84.8418,EASTPOINT 5.8 SSE,6,0,0.0
US1FLGD0001,30.5247,-84.6586,QUINCY 6.0 SW,6,2,33.33
US1FLGD0002,30.5823,-84.4671,HAVANA 4.2 SW,6,0,0.0
US1FLGD0003,30.5294,-84.6621,QUINCY 6.0 SW,6,2,33.33
US1FLGD0004,30.4816,-84.6188,QUINCY 7.5 SSW,6,0,0.0
US1FLGD0006,30.6873,-84.657,QUINCY 8.3 NNW,6,6,100.0
US1FLGD0007,30.5608,-84.4587,HAVANA 5.1 SSW,6,0,0.0
US1FLHM0004,30.5051,-83.0999,JENNINGS 6.7 S,6,6,100.0
US1FLJF0003,30.345,-83.9977,WACISSA 1.1 SW,6,0,0.0
US1FLJF0005,30.5242,-83.927,MONTICELLO 3.6 WSW,6,6,100.0
US1FLJF0007,30.2925,-83.8973,LAMONT 7.7 SW,6,0,0.0
US1FLJF0009,30.5577,-83.8016,MONTICELLO 4.3 ENE,6,0,0.0
US1FLJF0010,30.5255,-83.9162,MONTICELLO 2.9 WSW,6,0,0.0
US1FLJK0002,30.6872,-85.3929,ALFORD 0.6 SSE,6,0,0.0
US1FLJK0003,30.7737,-85.1747,MARIANNA 3.9 E,6,0,0.0
US1FLJK0006,30.7847,-85.2324,MARIANNA 0.8 NNE,6,6,100.0
US1FLLB0001,30.33,-84.78,TELOGIA 2.5 SE,6,6,100.0
US1FLLB0003,30.3518,-84.8174,HOSFORD 2.7 SW,6,0,0.0
US1FLLN0004,30.3938,-84.22,TALLAHASSEE 5.7 SE,6,0,0.0
US1FLLN0010,30.4463,-84.2997,TALLAHASSEE 1.3 SW,6,3,50.0
US1FLLN0017,30.5195,-84.2788,TALLAHASSEE 4.3 N,6,6,100.0
US1FLLN0018,30.4202,-84.5437,MIDWAY 6.9 SW,6,0,0.0
US1FLLN0025,30.5082,-84.2835,TALLAHASSEE 3.5 N,6,0,0.0
US1FLLN0028,30.414,-84.2568,TALLAHASSEE 3.3 SSE,6,2,33.33
US1FLLN0029,30.4935,-84.3107,TALLAHASSEE 3.1 NW,6,0,0.0
US1FLLN0031,30.6033,-84.1126,TALLAHASSEE 14.2 NE,6,0,0.0
US1FLLN0034,30.595,-84.2679,TALLAHASSEE 9.6 N,6,5,83.33
US1FLLN0037,30.4654,-84.3415,TALLAHASSEE 3.6 W,6,6,100.0
US1FLLN0041,30.6116,-84.2568,TALLAHASSEE 10.8 N,6,4,66.67
US1FLLN0043,30.5175,-84.284,TALLAHASSEE 4.2 N,6,6,100.0
US1FLLN0047,30.4425,-84.1949,TALLAHASSEE 5.2 E,6,0,0.0
US1FLLN0051,30.5077,-84.2198,TALLAHASSEE 5.1 NE,6,3,50.0
US1FLLN0055,30.4779,-84.1928,TALLAHASSEE 5.5 ENE,6,0,0.0
US1FLLN0059,30.4129,-84.1335,TALLAHASSEE 9.3 ESE,6,6,100.0
US1FLLN0060,30.4573,-84.1773,TALLAHASSEE 6.2 E,6,0,0.0
US1FLLN0063,30.4379,-84.2041,TALLAHASSEE 4.8 ESE,6,0,0.0
US1FLLN0064,30.5603,-84.2729,TALLAHASSEE 7.2 N,6,0,0.0
US1FLLN0065,30.4755,-84.1079,TALLAHASSEE 10.4 E,6,0,0.0
US1FLLN0066,30.3101,-84.2406,TALLAHASSEE 10.4 SSE,6,0,0.0
US1FLLN0068,30.3775,-84.1463,TALLAHASSEE 9.7 SE,6,6,100.0
US1FLLN0072,30.4106,-84.218,TALLAHASSEE 5.0 SE,6,2,33.33
US1FLLN0074,30.4256,-84.195,TALLAHASSEE 5.6 ESE,6,0,0.0
US1FLLN0087,30.431,-84.2354,TALLAHASSEE 3.3 ESE,6,6,100.0
US1FLMS0003,30.4727,-83.3954,MADISON 1.2 ENE,6,2,33.33
US1FLOK0001,30.4939,-86.4398,NICEVILLE 3.6 SE,6,0,0.0
US1FLOK0002,30.5244,-86.4924,EGLIN AFB 5.6 NE,6,0,0.0
US1FLOK0003,30.5049,-86.4592,NICEVILLE 2.3 SE,6,6,100.0
US1FLOK0015,30.4784,-86.4372,NICEVILLE 4.5 SE,6,3,50.0
US1FLOK0020,30.5123,-86.4305,NICEVILLE 3.4 ESE,6,0,0.0
US1FLOK0028,30.4023,-86.4954,DESTIN 1.5 WNW,6,6,100.0
US1FLOK0033,30.4025,-86.4906,DESTIN 1.2 NW,6,6,100.0
US1FLOK0037,30.51,-86.4582,NICEVILLE 2.1 SE,6,0,0.0
US1FLOK0042,30.5139,-86.4993,VALPARAISO 1.4 N,6,0,0.0
US1FLSW0008,30.3067,-83.1533,LIVE OAK 10.0 W,6,1,16.67
US1FLTY0004,30.0803,-83.5864,PERRY 2.0 S,6,0,0.0
US1FLWK0001,30.1834,-84.3602,ST. MARKS 9.2 W,6,3,50.0
US1FLWK0007,30.0795,-84.3262,CRAWFORDVILLE 7.3 SSE,6,6,100.0
US1FLWK0009,30.1413,-84.3209,CRAWFORDVILLE 4.7 SE,6,6,100.0
US1FLWK0010,30.1798,-84.3678,CRAWFORDVILLE 1.0 S,6,6,100.0
US1FLWS0001,30.5678,-85.873,VERNON 10.6 WSW,6,0,0.0
US1FLWS0003,30.5858,-85.5776,SUNNY HILLS 3.3 N,6,5,83.33
US1FLWT0002,30.4519,-86.1409,FREEPORT 3.4 S,6,6,100.0
US1FLWT0003,30.3463,-86.2048,MIRAMAR BEACH 9.5 ESE,6,4,66.67
US1FLWT0005,30.8445,-86.2757,DE FUNIAK SPRINGS 12.5 NW,6,0,0.0
US1FLWT0006,30.762,-86.157,DEFUNIAK SPRINGS 3.6 NW,6,6,100.0
US1FLWT0012,30.7617,-86.1228,DE FUNIAK SPRINGS 2.9 N,6,6,100.0
US1FLWT0013,30.779,-86.1796,DE FUNIAK SPRINGS 5.3 NW,6,0,0.0
US1FLWT0014,30.276,-85.9965,INLET BEACH 0.7 E,6,2,33.33
US1FLWT0017,30.6689,-86.3444,NICEVILLE 12.7 NE,6,6,100.0
US1FLWT0027,30.7524,-86.2435,DEFUNIAK SPRINGS 7.5 WNW,6,6,100.0
US1GABB0006,32.8931,-83.7303,MACON 5.8 NW,6,4,66.67
US1GABB0016,32.8383,-83.5482,MACON 6.3 E,6,0,0.0
US1GABB0019,32.8671,-83.6343,MACON 2.5 NNE,6,0,0.0
US1GABB0021,32.8713,-83.6312,MACON 2.8 NNE,6,0,0.0
US1GABB0022,32.8613,-83.6322,MACON 2.2 NE,6,6,100.0
US1GABD0001,32.9972,-83.1998,MILLEDGEVILLE 6.5 SSE,6,0,0.0
US1GABH0002,31.7682,-83.264,FITZGERALD 4.3 N,6,0,0.0
US1GABL0001,32.363,-83.33,COCHRAN 9.0 NNW,6,6,100.0
US1GABL0003,32.435,-83.2225,CHESTER 4.9 NW,6,6,100.0
US1GACQ0001,31.1017,-83.6189,MOULTRIE 10.0 ESE,6,5,83.33
US1GACQ0002,31.116,-83.8577,MOULTRIE 6.2 SW,6,5,83.33
US1GACQ0009,31.1619,-83.655,MOULTRIE 6.8 E,6,1,16.67
US1GACR0002,32.6981,-83.8652,FORT VALLEY 10.0 N,6,2,33.33
US1GACY0002,31.731,-84.9654,FORT GAINES 13.0 ENE,6,0,0.0
US1GADC0003,30.8909,-84.5428,BAINBRIDGE 2.3 ESE,6,5,83.33
US1GADG0004,32.0791,-83.0949,CHAUNCEY 2.6 SW,6,0,0.0
US1GADG0005,32.2058,-83.1456,EASTMAN 2.1 ENE,6,0,0.0
US1GADH0001,31.618,-84.1352,ALBANY 3.7 NE,6,2,33.33
US1GADH0008,31.5705,-84.2736,ALBANY 5.8 W,6,6,100.0
US1GAER0003,31.2286,-85.0665,JAKIN 10.7 NNW,6,6,100.0
US1GAGY0002,31.0074,-84.2467,CAIRO 9.2 NNW,6,0,0.0
US1GAGY0003,30.8598,-84.1474,CAIRO 3.7 ESE,6,2,33.33
US1GAHR0002,32.8375,-84.8157,PINE MOUNTAIN 2.8 SE,6,3,50.0
US1GAHR0005,32.6217,-84.9232,CATAULA 3.9 SW,6,0,0.0
US1GAHR0007,32.5843,-84.7403,WAVERLY HALL 6.9 S,6,0,0.0
US1GAHS0003,32.6119,-83.6359,WARNER ROBINS 0.3 W,6,0,0.0
US1GAHS0005,32.5448,-83.6481,BONAIRE 3.0 W,6,5,83.33
US1GAHS0011,32.364,-83.5958,HAWKINSVILLE 9.1 NW,6,0,0.0
US1GAHS0012,32.4727,-83.7288,PERRY 0.8 NE,6,4,66.67
US1GAHS0015,32.4441,-83.6915,PERRY 3.0 ESE,6,6,100.0
US1GAHS0016,32.5256,-83.6312,KATHLEEN 2.5 NW,6,0,0.0
US1GAHS0017,32.4453,-83.674,PERRY 4.0 ESE,6,3,50.0
US1GAJN0006,32.8766,-83.5492,MACON 6.8 ENE,6,0,0.0
US1GALE0002,31.6294,-84.2253,ALBANY 4.6 NW,6,5,83.33
US1GALW0004,30.683,-83.236,LAKE PARK 2.8 W,6,0,0.0
US1GALW0007,30.8302,-83.3553,VALDOSTA 4.8 WSW,6,0,0.0
US1GALW0008,30.8859,-83.2979,VALDOSTA 2.8 NNW,6,0,0.0
US1GALW0010,30.877,-83.2823,VALDOSTA 1.9 N,6,6,100.0
US1GALW0012,30.8251,-83.2659,VALDOSTA 1.8 SSE,6,6,100.0
US1GALW0013,30.8456,-83.2779,VALDOSTA 0.3 S,6,6,100.0
US1GALW0014,30.8869,-83.2588,VALDOSTA 2.8 NNE,6,6,100.0
US1GALW0015,30.8446,-83.3179,VALDOSTA 2.4 W,6,6,100.0
US1GALW0016,30.9048,-83.3015,VALDOSTA 4.1 NNW,6,6,100.0
US1GALW0017,30.8043,-83.2771,VALDOSTA 3.1 S,6,6,100.0
US1GALW0018,30.9145,-83.2522,VALDOSTA 4.8 NNE,6,6,100.0
US1GALW0019,30.8474,-83.3292,VALDOSTA 3.0 W,6,6,100.0
US1GAMN0002,32.9437,-83.8469,MACON 13.3 NW,6,6,100.0
US1GAMN0010,32.9143,-83.9416,FORSYTH 8.3 S,6,1,16.67
US1GAMN0015,32.9218,-83.8207,MACON 11.2 WNW,6,3,50.0
US1GAMS0004,32.5312,-84.9386,COLUMBUS 5.6 NNE,6,1,16.67
US1GAMT0002,31.1222,-84.335,PELHAM 10.8 W,6,6,100.0
US1GAMT0005,31.2855,-84.1239,CAMILLA 6.4 NE,6,0,0.0
US1GAMT0007,31.2101,-84.2201,CAMILLA 1.5 SSW,6,6,100.0
US1GAMT0013,31.2101,-84.2198,CAMILLA 1.5 SSW,6,6,100.0
US1GAPE0001,32.5514,-83.8771,FORT VALLEY 0.7 ESE,6,0,0.0
US1GAPE0003,32.6086,-83.756,BYRON 3.0 S,6,0,0.0
US1GASM0002,30.7844,-84.867,DONALSONVILLE 17.7 S,6,6,100.0
US1GASR0005,31.9827,-84.2974,AMERICUS 7.4 SW,6,6,100.0
US1GASY0003,32.2544,-84.2347,ELLAVILLE 4.5 ENE,6,0,0.0
US1GATF0003,31.4744,-83.4893,TIFTON 1.4 ENE,6,0,0.0
US1GATF0007,31.4771,-83.4791,TIFTON 2.0 ENE,6,5,83.33
US1GATG0001,32.6016,-83.3032,DANVILLE 3.3 W,6,0,0.0
US1GATH0002,30.8376,-83.9313,THOMASVILLE 2.8 E,6,6,100.0
US1GATH0004,30.8176,-83.8965,THOMASVILLE 5.1 ESE,6,0,0.0
US1GATH0008,30.8639,-83.8912,THOMASVILLE 5.5 ENE,6,3,50.0
US1GATL0001,31.7179,-84.3506,SASSER 0.2 WSW,6,0,0.0
US1GATP0001,32.9735,-84.8698,LA GRANGE 10.6 ESE,6,0,0.0
US1GATP0002,32.9542,-84.9976,LA GRANGE 6.4 SSE,6,6,100.0
US1GATR0001,31.6727,-83.6299,SYCAMORE 0.4 ENE,6,6,100.0
US1GATY0001,32.6618,-84.3091,BUTLER 8.3 NNW,6,0,0.0
US1GATY0002,32.4583,-84.2237,BUTLER 6.9 S,6,6,100.0
US1GAUP0001,32.9774,-84.2391,THE ROCK 1.0 N,6,4,66.67
US1GAUP0005,32.867,-84.2564,THOMASTON 4.4 ESE,6,1,16.67
US1GAWT0003,31.4859,-83.9145,SYLVESTER 5.5 WSW,6,2,33.33
USC00010160,32.935,-85.9556,ALEXANDER CITY,6,0,0.0
USC00010425,32.5992,-85.4653,AUBURN NO.2,6,0,0.0
USC00011725,31.8708,-85.45,CLAYTON,6,0,0.0
USC00012124,32.8603,-85.7475,DADEVILLE 2,6,3,50.0
USC00012377,31.1942,-85.3708,DOTHAN,6,0,0.0
USC00012675,31.2969,-85.89,ENTERPRISE 4 W,6,5,83.33
USC00012730,32.0111,-85.09,EUFAULA WILDLIFE REF,6,0,0.0
USC00013251,31.0383,-85.8708,GENEVA #2,6,0,0.0
USC00013761,31.3831,-85.3678,HEADLAND,6,3,50.0
USC00013818,31.9478,-86.3131,HIGHLAND HOME #2,6,6,100.0
USC00013931,32.2306,-86.3472,HOPE HULL 3S,6,0,0.0
USC00014080,32.2464,-85.4139,HURTSBORO,6,2,33.33
USC00014502,32.9069,-85.4336,LAFAYETTE 2W,6,0,0.0
USC00015172,32.2603,-86.0003,MATHEWS,6,0,0.0
USC00015397,32.0347,-85.4739,MIDWAY,6,0,0.0
USC00015553,32.26,-86.2181,MONTGOMERY 6SW,6,0,0.0
USC00016129,32.6592,-85.4497,OPELIKA,6,0,0.0
USC00017020,32.8711,-86.1758,ROCKFORD 3 ESE,6,0,0.0
USC00017326,32.4122,-85.1794,SEALE,6,4,66.67
USC00018038,32.4392,-86.2022,TALLAPOOSA WTR PLT,6,0,0.0
USC00018323,31.8075,-85.9722,TROY,6,0,0.0
USC00018653,32.7036,-85.8939,WALNUT HILL 3 W,6,0,0.0
USC00018859,32.5936,-86.1664,WETUMPKA,6,0,0.0
USC00080211,29.7258,-85.0206,APALACHICOLA AP,6,6,100.0
USC00081544,30.7806,-85.5503,CHIPLEY,6,5,83.33
USC00082008,29.6333,-83.1053,CROSS CITY 1 E,6,0,0.0
USC00082391,30.2497,-83.2594,DOWLING PARK 1 W,6,6,100.0
USC00085377,30.7342,-85.0306,MARIANNA 7 NE,6,1,16.67
USC00085539,30.06,-83.1719,MAYO,6,0,0.0
USC00085880,30.4406,-83.9858,MONTICELLO 10 SW,6,0,0.0
USC00086240,30.5317,-86.4928,NICEVILLE,6,0,0.0
USC00086842,30.2492,-85.6606,PANAMA CITY 5N,6,3,50.0
USC00087025,30.0925,-83.5708,PERRY,6,0,0.0
USC00087429,30.545,-84.5986,QUINCY 3 SSW,6,5,83.33
USC00087869,30.1922,-84.2117,ST MARKS NWR,6,6,100.0
USC00088756,30.3964,-84.3558,TALLAHASSEE AP,6,1,16.67
USC00089566,30.1122,-85.1958,WEWAHITCHKA,6,3,50.0
USC00089795,30.7219,-84.8742,WOODRUFF DAM,6,6,100.0
USC00090140,31.5339,-84.1489,ALBANY 3 SE,6,0,0.0
USC00090253,32.0306,-84.2461,AMERICUS,6,0,0.0
USC00091372,32.3178,-84.5203,BUENA VISTA,6,6,100.0
USC00091463,30.8697,-84.2175,CAIRO 1SW,6,1,16.67
USC00091500,31.2058,-84.1722,CAMILLA 3SE,6,0,0.0
USC00092159,32.5181,-84.9378,COLUMBUS #2,6,2,33.33
USC00092266,31.985,-83.7747,CORDELE,6,0,0.0
USC00092361,31.8453,-83.9408,CRISP CO PWR DAM,6,0,0.0
USC00092450,31.7672,-84.7931,CUTHBERT,6,2,33.33
USC00092593,30.9772,-84.6367,DECATUR CO FIRE & RESCUE,6,6,100.0
USC00092738,31.0292,-84.8911,DONALSONVILLE,6,2,33.33
USC00092966,32.2003,-83.2058,EASTMAN 1 W,6,0,0.0
USC00093658,31.8967,-85.0375,GEORGETOWN 4 E,6,6,100.0
USC00094170,32.2964,-83.4883,HAWKINSVILLE,6,1,16.67
USC00095061,31.7633,-84.1869,LEESBURG 2,6,6,100.0
USC00095979,32.3175,-84.065,MONTEZUMA 2 NW,6,0,0.0
USC00096087,31.1728,-83.7481,MOULTRIE 2 ESE,6,0,0.0
USC00096148,32.6089,-85.0756,MULBERRY GROVE,6,6,100.0
USC00097087,32.0467,-84.3711,PLAINS SW GA EXP STN,6,0,0.0
USC00098535,32.6864,-84.5208,TALBOTTON,6,0,0.0
USC00098657,32.9642,-84.2303,THE ROCK RCH,6,2,33.33
USC00098661,32.8669,-84.2653,THOMASTON 4SE,6,1,16.67
USC00098703,31.4461,-83.4767,TIFTON,6,2,33.33
USC00099124,32.6094,-83.6164,WARNER ROBINS,6,0,0.0
USC00099291,32.8861,-85.1839,W PT,6,0,0.0
USC00099506,32.9783,-84.5983,WOODBURY,6,0,0.0
USW00003813,32.6889,-83.6531,MACON MIDDLE GA RGNL AP,6,0,0.0
USW00003818,30.8369,-85.1836,MARIANNA MUNI AP,6,2,33.33
USW00003878,31.8575,-86.0103,TROY MUNI AP,6,0,0.0
USW00003892,32.6161,-85.4333,AUBURN OPELIKA AP,6,0,0.0
USW00012832,29.7269,-85.0247,APALACHICOLA AP,6,0,0.0
USW00012833,29.6333,-83.1053,CROSS CITY AP,6,0,0.0
USW00013829,32.35,-85.0,FT BENNING LAWSON FLD,6,6,100.0
USW00013839,31.3178,-85.4433,DOTHAN RGNL AP,6,0,0.0
USW00013869,31.5364,-84.1958,ALBANY SW GEORGIA RGNL AP,6,2,33.33
USW00013895,32.2997,-86.4075,MONTGOMERY AP,6,0,0.0
USW00023801,31.79,-86.0003,TROY 2 W,6,0,0.0
USW00053843,31.3061,-86.3903,ANDALUSIA OPP AP,6,0,0.0
USW00053853,30.3933,-86.4675,DESTIN FT WALTON BEACH AP,6,0,0.0
USW00063828,31.3128,-84.4706,NEWTON 8 W,6,0,0.0
USW00063829,31.1922,-84.4464,NEWTON 11 SW,6,2,33.33
USW00063870,31.0447,-86.312,FLORALA MUNI AP,6,2,33.33
USW00063871,30.8431,-85.6044,BONIFAY TRI CO AP,6,5,83.33
USW00063872,31.9517,-85.1311,EUFAULA WEEDON FLD AP,6,2,33.33
USW00073802,31.9156,-86.3114,HIGHLAND HOME 2 S,6,0,0.0
USW00073805,30.3486,-85.7883,NW FLORIDA BEACHES INTL AP,6,2,33.33
USW00093805,30.3975,-84.3289,TALLAHASSEE,6,0,0.0
USW00093842,32.5164,-84.9422,COLUMBUS METRO AP,6,0,0.0
USW00093845,30.7764,-83.2739,VALDOSTA RGNL AP,6,1,16.67
