ID,LAT,LON,NAME,Total Days,Missing Days,Missing %,Distance_to_Coast_km,Region
US1FLBV0013,28.3122,-80.7456,ROCKLEDGE 1.1 WSW,11,0,0.0,4.137916157394699,Coastal
US1FLBV0014,27.9921,-80.6432,PALM BAY 1.0 NE,11,11,100.0,9.818138233111322,Coastal
US1FLBV0020,28.2439,-80.6842,PALM SHORES 4.3 NNW,11,0,0.0,0.992284950345621,Coastal
US1FLBV0023,28.3956,-80.7868,COCOA 2.6 WNW,11,0,0.0,4.430291790135977,Coastal
US1FLBV0028,27.8861,-80.5283,MICCO 1.3 NW,11,0,0.0,3.617360468140914,Coastal
US1FLBV0032,28.4017,-80.6729,MERRITT ISLAND 4.1 NE,11,11,100.0,1.439795629647671,Coastal
US1FLBV0036,28.4793,-80.7093,MERRIT ISLAND 9.1 N,11,1,9.09,2.4766891686986146,Coastal
US1FLBV0038,28.6282,-80.8572,TITUSVILLE 3.5 NW,11,7,63.64,4.784541793735834,Coastal
US1FLBV0047,28.3452,-80.7217,ROCKLEDGE 1.8 NNE,11,4,36.36,0.0855010557880581,Coastal
US1FLBV0049,28.2361,-80.6908,PALM SHORES 4.0 NNW,11,11,100.0,2.065694408221125,Coastal
US1FLBV0050,28.1825,-80.6524,MELBOURNE 4.7 N,11,11,100.0,0.9322378478393457,Coastal
US1FLBV0052,28.1329,-80.5855,INDIALANTIC 3.3 NNW,11,0,0.0,0.9686210424086213,Coastal
US1FLBV0054,28.3652,-80.6647,MERRITT ISLAND 3.8 N,11,0,0.0,0.3280873631048138,Coastal
US1FLBV0055,28.0562,-80.6299,MELBOURNE 4.1 S,11,8,72.73,5.1626892041115235,Coastal
US1FLBV0059,27.9501,-80.6421,PALM BAY 2.7 SSE,11,0,0.0,11.870347100536513,Coastal
US1FLBV0063,28.1712,-80.6816,MELBOURNE 4.6 NNW,11,0,0.0,4.482115448734393,Coastal
US1FLBV0067,27.9147,-80.6523,PALM BAY 4.9 S,11,2,18.18,14.732701812803468,Coastal
US1FLBV0072,27.9399,-80.6691,PALM BAY 3.2 S,11,1,9.09,15.138798875863205,Coastal
US1FLBV0073,28.5808,-80.8311,TITUSVILLE 0.9 SW,11,10,90.91,4.252479426700049,Coastal
US1FLBV0075,28.3822,-80.7067,MERRITT ISLAND 5.6 NNW,11,11,100.0,1.225753804660197,Coastal
US1FLBV0078,28.421,-80.8171,COCOA 5.1 NW,11,0,0.0,6.689153423060025,Coastal
US1FLBV0085,28.4247,-80.8018,COCOA 4.6 NW,11,10,90.91,4.9344309839707305,Coastal
US1FLBV0087,28.1733,-80.677,MELBOURNE 4.6 NNW,11,11,100.0,3.9063809466209967,Coastal
US1FLBV0089,28.1628,-80.5914,SATELLITE BEACH 0.7 ESE,11,0,0.0,0.9366148501833409,Coastal
US1FLBV0092,28.2045,-80.6012,SATELLITE BEACH 2.0 N,11,0,0.0,1.0637617483977142,Coastal
US1FLBV0095,28.4585,-80.7077,MERRITT ISLAND 10.6 NNW,11,0,0.0,2.161325709063723,Coastal
US1FLBV0099,28.0502,-80.6939,WEST MELBOURNE 2.5 SSW,11,2,18.18,11.974095220890675,Coastal
US1FLBV0102,28.01,-80.6919,PALM BAY 2.6 NW,11,0,0.0,13.84326237820761,Coastal
US1FLBV0103,27.9949,-80.6505,PALM BAY 0.9 NE,11,7,63.64,10.415482212082148,Coastal
US1FLBV0105,28.0297,-80.5417,MELBOURNE BEACH 2.8 SSE,11,11,100.0,0.41073150741013953,Coastal
US1FLBV0107,28.1164,-80.5806,INDIALANTIC 2.1 NNW,11,0,0.0,0.8061539224871331,Coastal
US1FLBV0109,28.1992,-80.6094,SATELLITE BEACH 1.7 NNW,11,2,18.18,0.9645461437984112,Coastal
US1FLBV0110,28.0234,-80.6174,PALM BAY 3.7 NE,11,0,0.0,5.583790619686131,Coastal
US1FLBV0111,28.1452,-80.7158,MELBOURNE 7.7 WNW,11,0,0.0,9.298569367619946,Coastal
US1FLBV0113,28.1668,-80.5912,SATELLITE BEACH 0.8 SE,11,0,0.0,0.8239820471939174,Coastal
US1FLBV0114,28.0152,-80.5891,PALM BAY 4.8 ENE,11,0,0.0,3.1313498964956814,Coastal
US1FLBV0115,28.64,-80.8542,MIMS 3.1 S,11,11,100.0,3.808907153830046,Coastal
US1FLBV0117,28.4493,-80.6977,SHARPES 3.8 ENE,11,11,100.0,3.1595469146374597,Coastal
US1FLBV0118,27.9075,-80.5242,GRANT 1.5 S,11,0,0.0,2.096510514441564,Coastal
US1FLBV0123,27.9926,-80.7007,PALM BAY 2.5 W,11,0,0.0,15.634041772950495,Coastal
US1FLBV0124,28.0711,-80.66,WEST MELBOURNE 0.9 SE,11,4,36.36,7.452324926237758,Coastal
US1FLBV0125,28.0799,-80.6334,MELBOURNE 2.5 S,11,0,0.0,4.296075971038598,Coastal
US1FLBV0126,28.3291,-80.7405,ROCKLEDGE 0.9 NW,11,11,100.0,2.689075355253526,Coastal
US1FLBV0133,28.3422,-80.6987,MERRITT ISLAND 3.0 NW,11,11,100.0,0.07299743188016945,Coastal
US1FLBV0134,28.3842,-80.7663,COCOA 1.1 WNW,11,11,100.0,2.630035798906082,Coastal
US1FLBW0004,26.0145,-80.3255,PEMBROKE PINES 1.0 ENE,11,11,100.0,23.32180681466879,Coastal
US1FLBW0007,26.286,-80.103,POMPANO BEACH HIGHLANDS 0.7 E,11,0,0.0,2.7542782289664083,Coastal
US1FLBW0016,26.1179,-80.1521,FORT LAUDERDALE 1.9 SSW,11,1,9.09,3.5293208412188686,Coastal
US1FLBW0026,26.3038,-80.0813,DEERFIELD BEACH 2.5 ESE,11,1,9.09,0.13565253978278846,Coastal
US1FLBW0067,26.0645,-80.3256,DAVIE 2.6 WSW,11,11,100.0,22.15933824807929,Coastal
US1FLBW0076,26.1182,-80.2066,PLANTATION 3.4 E,11,0,0.0,8.997247264096735,Coastal
US1FLBW0079,26.2459,-80.218,MARGATE 0.4 W,11,0,0.0,14.665371422245265,Coastal
US1FLBW0095,26.1069,-80.2394,PLANTATION 1.9 SE,11,5,45.45,12.357590092619123,Coastal
US1FLBW0099,26.072,-80.3679,WESTON 2.8 SE,11,0,0.0,26.725733090098135,Coastal
US1FLBW0106,26.1092,-80.2661,PLANTATION 1.2 SSW,11,11,100.0,15.34327837712586,Coastal
US1FLBW0110,26.0377,-80.18,HOLLYWOOD 1.1 WNW,11,0,0.0,7.284877110801143,Coastal
US1FLBW0116,26.1391,-80.2953,PLANTATION 2.3 WNW,11,10,90.91,19.205021622821935,Coastal
US1FLBW0121,26.2723,-80.1026,POMPANO BEACH 3.1 NE,11,0,0.0,2.4553380534494202,Coastal
US1FLBW0137,26.2521,-80.1224,POMPANO BEACH 1.2 NNE,11,0,0.0,4.258762981400819,Coastal
US1FLBW0139,26.1818,-80.2999,SUNRISE 2.1 N,11,11,100.0,21.662963578458186,Coastal
US1FLBW0145,26.1806,-80.1684,OAKLAND PARK 1.0 WNW,11,11,100.0,7.991943192277386,Coastal
US1FLBW0148,26.2632,-80.2592,CORAL SPRINGS 0.4 S,11,4,36.36,19.521764200664837,Coastal
US1FLBW0150,26.1294,-80.2825,PLANTATION 1.3 WNW,11,11,100.0,17.53307311153478,Coastal
US1FLBW0151,26.1569,-80.2965,SUNRISE 0.4 NNE,11,0,0.0,20.020816443850464,Coastal
US1FLBW0153,26.0078,-80.2297,PEMBROKE PINES 4.1 E,11,10,90.91,12.629563843725528,Coastal
US1FLBW0155,26.0577,-80.2757,COOPER CITY 1.3 NE,11,0,0.0,16.874896376743514,Coastal
US1FLBW0159,26.1885,-80.1094,FORT LAUDERDALE 3.7 NNE,11,0,0.0,1.6451517101057909,Coastal
US1FLBW0160,26.1667,-80.3106,SUNRISE 1.3 NW,11,0,0.0,21.930646051902716,Coastal
US1FLBW0161,26.0198,-80.3408,PEMBROKE PINES 0.7 N,11,0,0.0,25.055083028445832,Coastal
US1FLBW0162,26.2563,-80.2147,MARGATE 0.8 NNW,11,0,0.0,14.495631935587982,Coastal
US1FLBW0165,26.2492,-80.2093,MARGATE 0.3 NNE,11,3,27.27,13.769216960486357,Coastal
US1FLBW0166,26.1214,-80.4127,WESTON 1.7 NNW,11,1,9.09,31.732472167771075,Coastal
US1FLBW0167,26.3095,-80.0938,DEERFIELD BEACH 1.7 E,11,0,0.0,1.4336740324537505,Coastal
US1FLBW0174,26.0056,-80.1475,HOLLYWOOD 2.0 SSE,11,11,100.0,3.476730192215034,Coastal
US1FLCB0010,30.3178,-82.7543,WHITE SPRINGS 1.0 SSE,11,0,0.0,110.9098054308476,Rural
US1FLCB0012,30.0812,-82.671,LAKE CITY 7.9 SSW,11,0,0.0,97.65611045770386,Rural
US1FLCB0014,30.3175,-82.754,WHITE SPRINGS 1.0 SSE,11,11,100.0,110.9025954474533,Rural
US1FLCB0019,30.0681,-82.622,LAKE CITY 8.7 S,11,0,0.0,101.32485916032736,Rural
US1FLCB0024,29.8735,-82.7463,FORT WHITE 3.8 SSW,11,0,0.0,77.71784603472365,Rural
US1FLCB0025,30.1706,-82.6036,LAKE CITY 2.8 ESE,11,0,0.0,110.44936619581425,Rural
US1FLCB0026,29.9166,-82.6751,FORT WHITE 2.4 E,11,0,0.0,87.13822258915775,Rural
US1FLCH0006,26.8853,-82.2898,ROTONDA 0.8 WNW,11,11,100.0,3.8623483036113058,Coastal
US1FLCH0013,26.9805,-82.2094,PORT CHARLOTTE 6.2 W,11,0,0.0,2.175093329021073,Coastal
US1FLCH0015,26.9828,-82.0552,PORT CHARLOTTE 3.3 E,11,1,9.09,2.0847758178944438,Coastal
US1FLCH0017,26.9197,-82.0653,PUNTA GORDA 1.6 NNW,11,6,54.55,1.044660513079789,Coastal
US1FLCH0019,26.916,-82.068,PUNTA GORDA 1.4 NNW,11,0,0.0,1.2855674328300934,Coastal
US1FLCH0023,26.9175,-82.0689,PUNTA GORDA 1.6 NNW,11,0,0.0,1.0734533083689852,Coastal
US1FLCH0029,26.8966,-82.2221,PORT CHARLOTTE 9.3 SW,11,0,0.0,4.3879630869853825,Coastal
US1FLCH0030,26.9634,-82.168,PORT CHARLOTTE 4.0 WSW,11,11,100.0,1.6029570605568209,Coastal
US1FLCH0034,26.9353,-82.326,ENGLEWOOD 2.4 SE,11,0,0.0,1.8181615054017497,Coastal
US1FLCH0035,27.0323,-82.1902,NORTH PORT 1.2 SSE,11,0,0.0,7.375709479808333,Coastal
US1FLCH0036,27.0287,-82.0711,PORT CHARLOTTE 3.8 NE,11,2,18.18,8.06172621642585,Coastal
US1FLCH0037,27.0231,-82.0663,PORT CHARLOTTE 3.7 NE,11,11,100.0,7.26654884796246,Coastal
US1FLCH0038,27.0194,-82.0901,PORT CHARLOTTE 2.6 NNE,11,6,54.55,7.635929065300085,Coastal
US1FLCH0039,26.9302,-82.2851,GROVE CITY 2.8 NE,11,0,0.0,5.9901891892778485,Coastal
US1FLCH0040,26.987,-82.2462,NORTH PORT 5.4 SW,11,0,0.0,0.9355436073341321,Coastal
US1FLCH0044,26.8755,-82.2021,PORT CHARLOTTE 9.5 SW,11,11,100.0,3.8017867052000924,Coastal
US1FLCH0046,26.9345,-82.2572,PORT CHARLOTTE 9.8 WSW,11,11,100.0,4.100881622987702,Coastal
US1FLCR0012,26.0976,-81.7221,NAPLES 5.7 SE,11,0,0.0,5.997975200894773,Coastal
US1FLCR0013,26.2798,-81.7583,NAPLES PARK 3.7 ENE,11,0,0.0,7.030639474459787,Coastal
US1FLCR0037,26.236,-81.7325,NAPLES 7.4 NNE,11,11,100.0,10.375359818748553,Coastal
US1FLCR0038,26.054,-81.6964,NAPLES 8.7 SE,11,9,81.82,5.1094382248669445,Coastal
US1FLCR0041,26.2406,-81.6976,NAPLES 9.0 NE,11,11,100.0,14.297496791145928,Coastal
US1FLCR0052,26.2744,-81.5318,NAPLES 18.6 ENE,11,0,0.0,32.2511057381455,Coastal
US1FLCR0053,26.264,-81.5619,NAPLES 16.6 ENE,11,3,27.27,28.97853630438516,Coastal
US1FLCR0057,26.3329,-81.4339,AVE MARIA 0.4 SE,11,3,27.27,43.469940493294054,Coastal
US1FLCR0059,26.2271,-81.628,NAPLES 11.8 ENE,11,0,0.0,20.784250152322457,Coastal
US1FLCR0060,26.3292,-81.4314,AVE MARIA 0.7 SE,11,9,81.82,43.69203243292596,Coastal
US1FLCR0061,26.1964,-81.7945,NAPLES 3.6 N,11,11,100.0,3.028792742372542,Coastal
US1FLCR0062,26.1647,-81.7324,GOLDEN GATE 2.2 SW,11,0,0.0,6.8510044801896965,Coastal
US1FLCR0063,26.0389,-81.6891,MARCO ISLAND 6.6 NNE,11,11,100.0,4.56855817189716,Coastal
US1FLCR0066,26.129,-81.7458,EAST NAPLES 0.9 NE,11,2,18.18,4.2335486708492125,Coastal
US1FLCR0067,26.3066,-81.4501,AVE MARIA 2.3 SSW,11,11,100.0,41.38673718690321,Coastal
US1FLCT0008,28.871,-82.5273,CRYSTAL RIVER 4.7 ESE,11,1,9.09,11.556948345949055,Coastal
US1FLCT0011,28.9298,-82.3704,HERNANDO 1.6 N,11,1,9.09,29.787468630097454,Coastal
US1FLCT0015,28.8582,-82.3056,INVERNESS 2.6 ENE,11,4,36.36,36.282458366158394,Coastal
US1FLCT0024,28.9142,-82.4215,HERNANDO 2.9 W,11,5,45.45,23.85220495919368,Coastal
US1FLCT0029,28.7303,-82.5391,HOMOSASSA 6.0 SE,11,7,63.64,10.892865759911016,Coastal
US1FLCT0030,28.8741,-82.4411,HERNANDO 4.4 WSW,11,0,0.0,21.150382008348227,Coastal
US1FLCT0031,28.8816,-82.3971,INVERNESS 4.4 NW,11,3,27.27,26.070945985212294,Coastal
US1FLCT0034,28.9317,-82.4416,BEVERLY HILLS 1.9 NE,11,0,0.0,22.0972081850187,Coastal
US1FLCT0035,28.8717,-82.4114,INVERNESS 4.7 WNW,11,1,9.09,24.456653799638758,Coastal
US1FLCT0036,28.8175,-82.2769,INVERNESS 4.3 ESE,11,0,0.0,39.54446892207513,Coastal
US1FLCT0037,29.0059,-82.4938,CITRUS SPRINGS 1.3 WNW,11,0,0.0,21.477248192579303,Coastal
US1FLCT0038,28.8828,-82.4333,HERNANDO 3.9 WSW,11,0,0.0,22.05347960096707,Coastal
US1FLCT0039,28.8794,-82.4076,INVERNESS 4.8 NW,11,0,0.0,24.892448159483184,Coastal
US1FLCT0041,28.8529,-82.5858,HOMOSASSA 5.3 NNE,11,1,9.09,5.338402892221885,Coastal
US1FLCT0042,28.9709,-82.4168,HERNANDO 5.1 NNW,11,10,90.91,26.356810291087903,Coastal
US1FLCT0043,28.8227,-82.3334,INVERNESS 1.3 SSE,11,6,54.55,33.38731490363482,Coastal
US1FLCT0046,28.8646,-82.4114,INVERNESS 4.5 WNW,11,11,100.0,24.4793582533245,Coastal
US1FLCY0001,30.0785,-81.6956,FLEMING ISLAND 1.7 SE,11,0,0.0,39.56992687526142,Coastal
US1FLCY0002,30.1044,-81.736,ORANGE PARK 4.8 SSW,11,11,100.0,42.96163070789382,Coastal
US1FLCY0003,29.8172,-81.9275,KEYSTONE HEIGHTS 6.9 ENE,11,0,0.0,71.22914799718798,Rural
US1FLCY0005,29.8362,-81.9247,KEYSTONE HEIGHTS 7.6 ENE,11,11,100.0,70.62239240431022,Rural
US1FLCY0007,29.7981,-81.9788,KEYSTONE HEIGHTS 3.5 ENE,11,0,0.0,77.24164421185628,Rural
US1FLCY0024,29.7668,-82.0079,KEYSTONE HEIGHTS 1.8 ESE,11,11,100.0,81.15320022314938,Rural
US1FLCY0025,30.1448,-81.7668,ORANGE PARK 4.1 WSW,11,0,0.0,45.00199164834762,Coastal
US1FLCY0034,30.0751,-81.6943,FLEMING ISLAND 2.0 SE,11,11,100.0,39.50873426684641,Coastal
US1FLCY0037,30.0616,-81.7134,FLEMING ISLAND 2.2 S,11,0,0.0,41.91980311665569,Coastal
US1FLCY0038,29.8593,-81.8916,KEYSTONE HEIGHTS 10.1 ENE,11,0,0.0,66.69528049546327,Rural
US1FLCY0039,30.1517,-81.7424,ORANGE PARK 2.5 WSW,11,0,0.0,42.15066405907365,Coastal
US1FLCY0041,29.981,-81.8102,PENNEY FARMS 0.1 E,11,5,45.45,54.42857858604464,Rural
US1FLCY0042,30.0057,-81.7178,GREEN COVE SPRINGS 2.6 WNW,11,8,72.73,43.73258781785282,Coastal
US1FLCY0050,29.8475,-81.9615,KEYSTONE HEIGHTS 6.4 NE,11,9,81.82,74.5670782733955,Rural
US1FLCY0051,30.1628,-81.7091,ORANGE PARK 0.5 SSW,11,0,0.0,38.205869363965675,Coastal
US1FLCY0054,29.8505,-81.8948,KEYSTONE HEIGHTS 9.7 ENE,11,0,0.0,67.13544986333447,Rural
US1FLCY0055,30.108,-81.7321,FLEMING ISLAND 1.3 NW,11,0,0.0,42.42561848083084,Coastal
US1FLCY0056,29.7801,-82.0166,KEYSTONE HEIGHTS 1.0 E,11,11,100.0,81.77976695295484,Rural
US1FLCY0057,30.1054,-81.7027,FLEMING ISLAND 1.3 NE,11,11,100.0,39.351465811342216,Coastal
US1FLDS0003,27.039,-82.0546,LAKE SUZY 1.0 W,11,0,0.0,8.865489018159094,Coastal
US1FLDV0003,30.2765,-81.7304,JACKSONVILLE 5.9 SW,11,0,0.0,37.45284981434288,Coastal
US1FLDV0013,30.3216,-81.3956,NEPTUNE BEACH 0.5 NNW,11,0,0.0,0.0010579213339587186,Coastal
US1FLDV0021,30.356,-81.512,JACKSONVILLE 8.8 E,11,0,0.0,13.058985525987355,Coastal
US1FLDV0026,30.2608,-81.7444,JACKSONVILLE 7.3 SW,11,7,63.64,39.206578787207306,Coastal
US1FLDV0028,30.3157,-81.5985,JACKSONVILLE 3.8 ESE,11,0,0.0,22.59773392613104,Coastal
US1FLDV0032,30.3144,-81.4676,JACKSONVILLE 11.4 ESE,11,11,100.0,8.035056024973242,Coastal
US1FLDV0033,30.3044,-81.8226,JACKSONVILLE 10.0 WSW,11,0,0.0,47.46822282313496,Coastal
US1FLDV0034,30.2948,-81.7237,JACKSONVILLE 4.8 SW,11,11,100.0,36.59925143231289,Coastal
US1FLDV0042,30.235,-81.7869,JACKSONVILLE 10.3 SW,11,0,0.0,44.396778031606864,Coastal
US1FLDV0047,30.1705,-81.5818,JACKSONVILLE 12.0 SSE,11,11,100.0,24.22765437870153,Coastal
US1FLDV0050,30.3848,-81.521,JACKSONVILLE 8.9 ENE,11,0,0.0,12.845333092984719,Coastal
US1FLDV0051,30.175,-81.5705,JACKSONVILLE 12.0 SSE,11,11,100.0,22.865739851395606,Coastal
US1FLDV0059,30.3758,-81.6047,JACKSONVILLE 4.2 NE,11,0,0.0,22.1762843522305,Coastal
US1FLDV0063,30.2586,-81.7548,JACKSONVILLE 7.8 SW,11,0,0.0,40.390784298378726,Coastal
US1FLDV0069,30.3033,-81.7635,JACKSONVILLE 6.7 WSW,11,0,0.0,41.00031283960165,Coastal
US1FLDV0071,30.411,-81.8252,JACKSONVILLE 11.3 WNW,11,0,0.0,40.44167393837727,Coastal
US1FLDV0079,30.2274,-81.5565,JACKSONVILLE 9.6 SE,11,0,0.0,19.691987118084285,Coastal
US1FLDV0091,30.4839,-81.7016,JACKSONVILLE 10.6 NNW,11,0,0.0,24.0380051567366,Coastal
US1FLDV0094,30.2991,-81.7126,JACKSONVILLE 4.1 SW,11,1,9.09,35.34984057817185,Coastal
US1FLDV0098,30.1148,-81.5205,FRUIT COVE 5.9 E,11,6,54.55,19.550051502832446,Coastal
US1FLDV0106,30.1643,-81.6264,JACKSONVILLE 11.9 S,11,0,0.0,29.236107296530044,Coastal
US1FLDV0112,30.2956,-81.7184,JACKSONVILLE 4.5 SW,11,11,100.0,36.00681495408336,Coastal
US1FLDV0113,30.1866,-81.5855,FRUIT COVE 6.2 NNE,11,11,100.0,24.115882389273082,Coastal
US1FLDV0117,30.1402,-81.5713,JACKSONVILLE 14.4 SSE,11,0,0.0,24.05891118573554,Coastal
US1FLDV0118,30.2583,-81.5586,JACKSONVILLE 7.9 SE,11,0,0.0,18.93726358584558,Coastal
US1FLDX0002,29.644,-83.0473,CROSS CITY 4.7 E,11,11,100.0,34.51812095313659,Coastal
US1FLDX0003,29.6579,-83.0332,OLD TOWN 4.9 NW,11,1,9.09,36.891382640449564,Coastal
US1FLDX0004,29.6385,-83.0054,OLD TOWN 2.9 NNW,11,11,100.0,37.04943117723996,Coastal
US1FLFL0019,29.4722,-81.2439,BUNNELL 1.0 ENE,11,10,90.91,12.49081315341294,Coastal
US1FLFL0021,29.5663,-81.2054,PALM COAST 0.6 ESE,11,11,100.0,3.7492704931790497,Coastal
US1FLFL0023,29.4592,-81.3859,BUNNELL 7.7 W,11,11,100.0,27.644176191416015,Coastal
US1FLFL0024,29.5996,-81.2046,PALM COAST 2.1 NNE,11,0,0.0,2.2843399047450976,Coastal
US1FLFL0027,29.601,-81.2609,PALM COAST 3.5 NW,11,11,100.0,8.406991528509964,Coastal
US1FLFL0030,29.5161,-81.245,PALM COAST 4.2 SSW,11,2,18.18,10.358104603525707,Coastal
US1FLFL0032,29.5938,-81.1968,PALM COAST 1.9 NNE,11,0,0.0,1.6644462587348023,Coastal
US1FLFL0033,29.4564,-81.1163,FLAGLER BEACH 1.3 SE,11,0,0.0,0.10159095920828697,Coastal
US1FLFL0035,29.5972,-81.2201,PALM COAST 1.8 N,11,1,9.09,4.035252653668563,Coastal
US1FLFL0036,29.592,-81.1828,PALM COAST 2.4 NE,11,2,18.18,0.23962714115914754,Coastal
US1FLFL0037,29.5177,-81.235,PALM COAST 3.9 SSW,11,0,0.0,9.25593071464664,Coastal
US1FLFL0038,29.5123,-81.2128,PALM COAST 4.1 S,11,9,81.82,7.266987122117596,Coastal
US1FLFL0039,29.4418,-81.1106,FLAGLER BEACH 2.3 SSE,11,1,9.09,0.21397973601167491,Coastal
US1FLFL0040,29.5808,-81.2208,PALM COAST 0.8 NNW,11,0,0.0,4.703731160022288,Coastal
US1FLFL0042,29.4939,-81.2452,PALM COAST 5.7 SSW,11,5,45.45,11.513890044784493,Coastal
US1FLFL0043,29.4504,-81.2156,PALM COAST 8.3 S,11,6,54.55,10.635372977155093,Coastal
US1FLFL0047,29.5135,-81.2507,PALM COAST 4.5 SSW,11,0,0.0,11.072680807990283,Coastal
US1FLFL0049,29.544,-81.2166,PALM COAST 1.9 S,11,0,0.0,6.033104558380452,Coastal
US1FLFL0050,29.5441,-81.2398,PALM COAST 2.4 SW,11,1,9.09,8.395165862267596,Coastal
US1FLGC0003,29.6765,-82.6687,NEWBERRY 4.0 WNW,11,1,9.09,65.7934357794257,Rural
US1FLGC0008,29.6563,-82.8628,TRENTON 4.0 NW,11,0,0.0,50.3136382164303,Rural
US1FLGL0007,26.8206,-81.4495,LA BELLE 4.5 NNW,11,0,0.0,39.11666436531105,Coastal
