ID,LAT,LON,NAME,Total Days,Missing Days,Missing %
US1GAHS0017,32.4453,-83.674,PERRY 4.0 ESE,6,3,50.0
US1GALE0002,31.6294,-84.2253,ALBANY 4.6 NW,6,5,83.33
US1GAMN0010,32.9143,-83.9416,FORSYTH 8.3 S,6,1,16.67
US1GAMN0015,32.9218,-83.8207,MACON 11.2 WNW,6,3,50.0
US1GAMS0004,32.5312,-84.9386,COLUMBUS 5.6 NNE,6,1,16.67
US1GATF0007,31.4771,-83.4791,TIFTON 2.0 ENE,6,5,83.33
US1GATH0008,30.8639,-83.8912,THOMASVILLE 5.5 ENE,6,3,50.0
US1GAUP0001,32.9774,-84.2391,THE ROCK 1.0 N,6,4,66.67
US1GAUP0005,32.867,-84.2564,THOMASTON 4.4 ESE,6,1,16.67
US1GAWT0003,31.4859,-83.9145,SYLVESTER 5.5 WSW,6,2,33.33
USC00012124,32.8603,-85.7475,DADEVILLE 2,6,3,50.0
USC00012675,31.2969,-85.89,ENTERPRISE 4 W,6,5,83.33
USC00013761,31.3831,-85.3678,HEADLAND,6,3,50.0
USC00014080,32.2464,-85.4139,HURTSBORO,6,2,33.33
USC00017326,32.4122,-85.1794,SEALE,6,4,66.67
USC00081544,30.7806,-85.5503,CHIPLEY,6,5,83.33
USC00085377,30.7342,-85.0306,MARIANNA 7 NE,6,1,16.67
USC00086842,30.2492,-85.6606,PANAMA CITY 5N,6,3,50.0
USC00087429,30.545,-84.5986,QUINCY 3 SSW,6,5,83.33
USC00088756,30.3964,-84.3558,TALLAHASSEE AP,6,1,16.67
USC00089566,30.1122,-85.1958,WEWAHITCHKA,6,3,50.0
USC00091463,30.8697,-84.2175,CAIRO 1SW,6,1,16.67
USC00092159,32.5181,-84.9378,COLUMBUS #2,6,2,33.33
USC00092450,31.7672,-84.7931,CUTHBERT,6,2,33.33
USC00092738,31.0292,-84.8911,DONALSONVILLE,6,2,33.33
USC00094170,32.2964,-83.4883,HAWKINSVILLE,6,1,16.67
USC00098657,32.9642,-84.2303,THE ROCK RCH,6,2,33.33
USC00098661,32.8669,-84.2653,THOMASTON 4SE,6,1,16.67
USC00098703,31.4461,-83.4767,TIFTON,6,2,33.33
USW00003818,30.8369,-85.1836,MARIANNA MUNI AP,6,2,33.33
USW00013869,31.5364,-84.1958,ALBANY SW GEORGIA RGNL AP,6,2,33.33
USW00063829,31.1922,-84.4464,NEWTON 11 SW,6,2,33.33
USW00063870,31.0447,-86.312,FLORALA MUNI AP,6,2,33.33
USW00063871,30.8431,-85.6044,BONIFAY TRI CO AP,6,5,83.33
USW00063872,31.9517,-85.1311,EUFAULA WEEDON FLD AP,6,2,33.33
USW00073805,30.3486,-85.7883,NW FLORIDA BEACHES INTL AP,6,2,33.33
USW00093845,30.7764,-83.2739,VALDOSTA RGNL AP,6,1,16.67
