ID,LAT,LON,NAME,Total Days,Missing Days,Missing %,Distance_to_Coast_km,Region
US1LAEB0041,30.3876,-91.1372,BATON ROUGE 4.3 S,14,0,0.0,187.15677158433436,Rural
US1LAEB0042,30.3586,-91.078,INNISWOLD 2.8 S,14,0,0.0,181.19392818120085,Rural
US1LAEB0046,30.4421,-91.149,BATON ROUGE 1.4 WSW,14,0,0.0,188.99842141455932,Rural
US1LAEB0047,30.3818,-91.1373,BATON ROUGE 5.3 S,14,14,100.0,187.10100918163323,Rural
US1LAEB0053,30.4089,-91.1058,BATON ROUGE 3.0 SSE,14,9,64.29,184.4247528756781,Rural
US1LAEB0054,30.4281,-91.0243,BATON ROUGE 6.2 ESE,14,9,64.29,176.94236223708586,Rural
US1LAEB0056,30.6943,-91.2565,JACKSON 10.1 SSW,14,0,0.0,204.6527134923318,Rural
US1LAEB0059,30.357,-91.077,BATON ROUGE 7.0 SSE,14,9,64.29,181.082588467771,Rural
US1LAEB0060,30.4005,-91.0896,BATON ROUGE 4.0 SSE,14,0,0.0,182.77352672868912,Rural
US1LAEB0063,30.3791,-91.0051,SHENANDOAH 1.5 S,14,14,100.0,174.4559223960075,Rural
US1LAEF0001,30.8404,-91.0159,CLINTON 1.4 S,14,14,100.0,187.9511640880193,Rural
US1LAJD0002,30.236,-92.823,WELSH 0.7 W,14,3,21.43,250.9145629380801,Rural
US1LALY0002,30.17,-92.0016,LAFAYETTE 3.5 SSE,14,14,100.0,269.2969777804988,Rural
US1LALY0006,30.2521,-92.0889,SCOTT 1.0 N,14,6,42.86,277.6113668142091,Rural
US1LALY0007,30.3357,-91.9781,CARENCRO 3.9 ENE,14,0,0.0,267.2190663193318,Rural
US1LAPC0002,30.6807,-91.4115,NEW ROADS 2.7 ESE,14,7,50.0,218.64064420234337,Rural
US1LARP0007,31.2624,-92.4946,ALEXANDRIA 2.8 SW,14,0,0.0,322.13708351563497,Rural
US1LARP0009,31.3195,-92.4223,PINEVILLE 1.0 SSW,14,1,7.14,331.28424194792774,Rural
US1LASL0001,30.4197,-91.9986,GRAND COTEAU 2.7 E,14,0,0.0,269.7545061778334,Rural
US1LASM0002,30.1221,-91.831,ST. MARTINVILLE 0.2 S,14,0,0.0,253.08952940828087,Rural
US1LAVM0002,29.9814,-92.2741,KAPLAN 1.6 SSE,14,0,0.0,296.74555133868165,Rural
US1LAVM0004,29.9762,-92.1072,ABBEVILLE 1.0 E,14,0,0.0,280.80458055913743,Rural
US1LAWB0002,30.3797,-91.2674,ADDIS 1.7 N,14,0,0.0,199.50198731203963,Rural
US1LAWF0004,30.8928,-91.3641,WAKEFIELD 0.9 WNW,14,0,0.0,221.09023985015418,Rural
US1LAWF0005,30.9799,-91.3573,ASHWOOD 5.7 SW,14,14,100.0,223.9616951687865,Rural
US1MSAD0001,31.4213,-91.3985,NATCHEZ 8.8 S,14,10,71.43,250.0410766993024,Rural
US1MSAD0004,31.4845,-91.2526,NATCHEZ 9.1 ESE,14,6,42.86,242.48080494959086,Rural
US1TXAG0001,31.3213,-94.8445,LUFKIN 7.0 W,14,1,7.14,180.75504899895785,Rural
US1TXAG0002,31.1464,-94.3856,ZAVALLA 2.0 ESE,14,0,0.0,180.7436937382512,Rural
US1TXAG0003,31.3034,-94.7627,LUFKIN 3.0 SW,14,0,0.0,181.20608968523416,Rural
US1TXAG0005,31.3212,-94.7211,LUFKIN 0.9 SSE,14,5,35.71,184.38416689116724,Rural
US1TXAG0006,31.3627,-94.8074,LUFKIN 5.2 WNW,14,0,0.0,186.17444448139267,Rural
US1TXAG0009,31.298,-94.8473,LUFKIN 7.6 WSW,14,1,7.14,178.19430650128794,Rural
US1TXAG0010,31.3283,-94.7815,HUDSON 0.9 E,14,13,92.86,183.26653594983776,Rural
US1TXAS0002,29.8925,-96.489,NEW ULM 0.1 ENE,14,10,71.43,108.94557744173856,Rural
US1TXAS0003,29.881,-96.331,CAT SPRING 3.8 N,14,0,0.0,93.67988133884748,Rural
US1TXAS0004,29.9515,-96.2544,BELLVILLE 0.4 NE,14,2,14.29,87.90686368512758,Rural
US1TXAS0005,29.7757,-96.1581,SEALY 0.3 WNW,14,0,0.0,76.08895550156113,Rural
US1TXAS0006,29.8029,-96.1211,SAN FELIPE 1.0 WNW,14,0,0.0,72.6445707626595,Rural
US1TXAS0007,29.7967,-96.1394,SEALY 1.9 NNE,14,0,0.0,74.36823510866357,Rural
US1TXAS0012,29.8662,-96.3264,CAT SPRING 1.4 N,14,10,71.43,93.02430627804794,Rural
US1TXAS0014,29.9082,-96.139,BELLVILLE 7.6 ESE,14,14,100.0,75.98464775431258,Rural
US1TXAS0015,30.0341,-96.2209,BELLVILLE 6.5 NNE,14,2,14.29,87.5037558564902,Rural
US1TXAS0017,29.6411,-96.051,WALLIS 1.1 NE,14,3,21.43,67.09113368919796,Rural
US1TXAS0018,29.9508,-96.2452,BELLVILLE 0.9 ENE,14,4,28.57,87.02761525451605,Rural
US1TXBRZ018,29.4176,-95.2673,ALVIN 1.6 SW,14,7,50.0,39.34689644961158,Coastal
US1TXBRZ020,29.0296,-95.451,LAKE JACKSON 0.9 SSW,14,0,0.0,81.5949875716862,Rural
US1TXBRZ021,29.1696,-95.4068,ANGLETON 1.3 E,14,0,0.0,65.74608368040938,Rural
US1TXBRZ025,29.5478,-95.3485,PEARLAND 4.4 W,14,0,0.0,23.68685184497961,Coastal
US1TXBRZ027,29.0269,-95.4337,LAKE JACKSON 1.3 SE,14,13,92.86,81.75026249319235,Rural
US1TXBRZ032,29.043,-95.4202,LAKE JACKSON 1.6 E,14,0,0.0,79.8749341820975,Rural
US1TXBRZ036,29.5483,-95.3984,PEARLAND 7.4 W,14,14,100.0,23.69939554546417,Coastal
US1TXBZS040,30.6277,-96.2089,COLLEGE STATION 6.4 ENE,14,8,57.14,125.73533336176293,Rural
US1TXBZS075,30.6014,-96.3145,COLLEGE STATION 0.1 WNW,14,11,78.57,130.36604619325033,Rural
US1TXBZS077,30.647,-96.3237,BRYAN 2.9 ESE,14,14,100.0,134.63736180120188,Rural
US1TXBZS088,30.7138,-96.3902,BRYAN 3.5 NNW,14,3,21.43,144.4063523219538,Rural
US1TXBZS092,30.5774,-96.3146,COLLEGE STATION 1.6 S,14,13,92.86,128.47894055669326,Rural
US1TXBZS096,30.6042,-96.3284,COLLEGE STATION 1.0 WNW,14,0,0.0,131.52106941033503,Rural
US1TXBZS097,30.624,-96.3199,COLLEGE STATION 1.7 NNW,14,7,50.0,132.53088317613984,Rural
US1TXBZS098,30.7714,-96.3734,BRYAN 7.1 N,14,9,64.29,148.09979394283025,Rural
US1TXBZS099,30.6216,-96.399,BRYAN 3.8 SSW,14,0,0.0,137.6928354167878,Rural
US1TXBZS100,30.5595,-96.3711,COLLEGE STATION 4.5 SW,14,0,0.0,131.02132019522267,Rural
US1TXBZS102,30.6338,-96.351,BRYAN 2.5 SSE,14,0,0.0,135.38387012504703,Rural
US1TXBZS103,30.5994,-96.3257,COLLEGE STATION 0.8 W,14,0,0.0,130.9600728340318,Rural
US1TXBZS104,30.5728,-96.3002,COLLEGE STATION 2.0 SSE,14,9,64.29,127.14168777057634,Rural
US1TXCHM008,29.8722,-94.8893,MONT BELVIEU 1.5 NNW,14,4,28.57,48.02461771339016,Coastal
US1TXCLR003,29.456,-96.4049,GARWOOD 0.7 NW,14,14,100.0,105.6053873669221,Rural
US1TXCLR006,29.7891,-96.477,NEW ULM 7.2 S,14,0,0.0,106.89140252506031,Rural
US1TXCLR010,29.8188,-96.478,NEW ULM 5.1 S,14,5,35.71,107.122780048064,Rural
US1TXFB0005,29.6143,-95.634,SUGAR LAND 1.1 WSW,14,0,0.0,30.213308569987884,Coastal
US1TXFB0012,29.6166,-95.6332,SUGAR LAND 1.0 W,14,1,7.14,30.011201045430678,Coastal
US1TXFB0017,29.6176,-95.7268,RICHMOND 3.4 NE,14,2,14.29,37.92940247550676,Coastal
US1TXFB0018,29.612,-95.7318,RICHMOND 2.9 NE,14,1,7.14,38.63084026846643,Coastal
US1TXFB0022,29.5261,-95.7221,RICHMOND 4.6 SE,14,2,14.29,42.82898103968914,Coastal
US1TXFB0025,29.6388,-95.6269,SUGAR LAND 1.5 NNW,14,12,85.71,28.23706244679814,Coastal
US1TXFB0027,29.5828,-95.6294,SUGAR LAND 2.6 SSW,14,6,42.86,31.880014391960422,Coastal
US1TXFB0028,29.4702,-95.4934,MISSOURI CITY 7.5 SSE,14,13,92.86,34.361374234674635,Coastal
US1TXFB0030,29.7018,-95.8007,KATY 6.8 SSE,14,14,100.0,42.08788723831398,Coastal
US1TXFB0032,29.7074,-95.9397,FULSHEAR 2.7 WNW,14,5,35.71,55.317398400897105,Rural
US1TXFB0040,29.5681,-95.6399,SUGAR LAND 3.8 SSW,14,14,100.0,33.69566520939535,Coastal
US1TXFB0042,29.557,-95.74,RICHMOND 2.3 SE,14,9,64.29,42.281554186803106,Coastal
US1TXFB0051,29.6408,-95.739,RICHMOND 4.4 NNE,14,3,21.43,38.02540622506805,Coastal
US1TXFB0053,29.7087,-95.7576,KATY 7.3 SSE,14,5,35.71,37.85668775956789,Coastal
US1TXFB0054,29.5037,-95.5038,MISSOURI CITY 5.1 SSE,14,14,100.0,31.296131900104278,Coastal
US1TXGM0007,30.6348,-96.1423,IOLA 10.4 SSW,14,0,0.0,122.35526174285373,Rural
US1TXGV0005,29.4867,-95.2072,FRIENDSWOOD 1.9 SSW,14,4,28.57,34.22221508857224,Coastal
US1TXGV0006,29.323,-94.9349,BAYOU VISTA 0.2 SE,14,14,100.0,64.28733829035846,Rural
US1TXGV0009,29.4555,-95.0889,DICKINSON 1.4 W,14,12,85.71,43.41581196640872,Coastal
US1TXGV0015,29.5057,-95.1242,LEAGUE CITY 1.7 NW,14,13,92.86,36.9320505799283,Coastal
US1TXGV0016,29.4808,-95.138,LEAGUE CITY 1.9 W,14,14,100.0,38.29823518141642,Coastal
US1TXGV0017,29.406,-94.9341,TEXAS CITY 1.5 E,14,6,42.86,57.67299158632398,Rural
US1TXGV0018,29.2824,-94.805,GALVESTON 6.4 NE,14,7,50.0,76.21650081581096,Rural
US1TXGV0022,29.511,-95.0898,LEAGUE CITY 2.1 NNE,14,7,50.0,38.72965301181358,Coastal
US1TXGV0028,29.5037,-95.1023,LEAGUE CITY 1.3 NNE,14,14,100.0,38.49243974922061,Coastal
US1TXGV0029,29.5303,-95.0236,KEMAH 0.2 WNW,14,4,28.57,42.107182055344516,Coastal
US1TXGV0033,29.4147,-95.1159,SANTA FE 2.5 NNW,14,14,100.0,45.58421270573594,Coastal
US1TXGV0034,29.5407,-95.0698,LEAGUE CITY 2.7 NE,14,0,0.0,37.89723244847652,Coastal
US1TXGV0041,29.4498,-95.0927,LEAGUE CITY 2.6 SSE,14,14,100.0,43.685962311019566,Coastal
US1TXGV0043,29.4765,-94.5803,CRYSTAL BEACH 3.7 ENE,14,10,71.43,82.58965792755788,Rural
US1TXGV0044,29.5014,-94.9898,BACLIFF 0.5 SSE,14,0,0.0,46.66099862217074,Coastal
US1TXGV0046,29.5231,-95.0382,LEAGUE CITY 3.6 ENE,14,0,0.0,41.49881225287409,Coastal
US1TXGV0049,29.334,-94.9399,LA MARQUE 3.9 SE,14,0,0.0,63.04613717036257,Rural
US1TXGV0051,29.3633,-94.9644,LA MARQUE 1.8 E,14,0,0.0,59.03167276808248,Rural
US1TXGV0052,29.478,-95.1648,LEAGUE CITY 3.5 W,14,7,50.0,37.104081499516305,Coastal
US1TXGV0054,29.3017,-94.7809,GALVESTON 8.4 NE,14,0,0.0,76.45521418644083,Rural
US1TXGV0060,29.3716,-95.099,SANTA FE 0.7 S,14,0,0.0,50.51906603668235,Rural
US1TXGV0061,29.2067,-94.9465,GALVESTON 3.6 WSW,14,13,92.86,73.92966622708029,Rural
US1TXGV0062,29.2767,-94.817,GALVESTON 5.6 NE,14,12,85.71,75.8368908714687,Rural
US1TXGV0063,29.5001,-95.1873,FRIENDSWOOD 1.0 SE,14,4,28.57,33.86763388428632,Coastal
US1TXGV0064,29.338,-95.0261,HITCHCOCK 1.6 NNW,14,0,0.0,57.519713801823016,Rural
US1TXGV0065,29.2189,-94.9337,GALVESTON 2.6 WSW,14,9,64.29,73.50788339182171,Rural
US1TXGV0066,29.3457,-95.0926,SANTA FE 2.5 S,14,12,85.71,53.31269188445339,Rural
US1TXGV0068,29.4612,-95.0643,DICKINSON 0.5 NNE,14,10,71.43,44.46661577374229,Coastal
US1TXGV0069,29.4904,-95.1207,LEAGUE CITY 0.9 WNW,14,0,0.0,38.46245012031193,Coastal
US1TXGV0070,29.4052,-94.8944,TEXAS CITY 3.8 E,14,0,0.0,60.59350791934136,Rural
US1TXGV0071,29.4095,-95.0314,TEXAS CITY 4.4 W,14,1,7.14,50.9017402172964,Rural
US1TXGV0073,29.3014,-94.7817,GALVESTON 8.3 NE,14,7,50.0,76.41985139059337,Rural
US1TXGV0083,29.4669,-94.6037,CRYSTAL  BEACH 2.1 ENE,14,14,100.0,80.93075941171378,Rural
US1TXHRN001,30.272,-94.2201,LUMBERTON 1.2 WNW,14,4,28.57,124.49388893573057,Rural
US1TXHRN002,30.2179,-94.3287,KOUNTZE 10.6 SSW,14,14,100.0,112.47016476656225,Rural
US1TXHRN005,30.3723,-94.3159,KOUNTZE 0.0 WSW,14,3,21.43,122.16891581942353,Rural
US1TXHRN006,30.357,-94.3161,KOUNTZE 1.1 S,14,2,14.29,121.21951718530083,Rural
US1TXHRN007,30.3166,-94.351,KOUNTZE 4.4 SSW,14,14,100.0,115.98198900193066,Rural
US1TXHRR004,29.7129,-95.6688,MISSION BEND 1.4 N,14,8,57.14,29.321356445715452,Coastal
US1TXHRR015,30.0022,-95.196,KINGWOOD 3.9 S,14,0,0.0,31.72898356959823,Coastal
US1TXHRR024,29.5743,-95.0633,TAYLOR LAKE VILLAGE 0.5 W,14,14,100.0,36.11775511672835,Coastal
US1TXHRR027,29.8138,-95.5505,BUNKER HILL VILLAGE 3.6 NNW,14,0,0.0,18.41756374424154,Coastal
US1TXHRR028,29.5371,-95.1215,WEBSTER 0.4 NW,14,0,0.0,34.510816102826254,Coastal
US1TXHRR031,29.5453,-95.1821,FRIENDSWOOD 2.5 NNE,14,0,0.0,29.993899792466273,Coastal
US1TXHRR032,29.6077,-95.2561,SOUTH HOUSTON 4.0 SSW,14,0,0.0,20.19557645615418,Coastal
US1TXHRR033,30.0553,-95.1564,KINGWOOD 1.8 E,14,0,0.0,38.75654082918966,Coastal
US1TXHRR043,30.0803,-95.7178,TOMBALL 6.2 W,14,13,92.86,48.90820809569084,Coastal
US1TXHRR052,29.567,-95.0982,NASSAU BAY 1.6 NNW,14,4,28.57,33.915320581029015,Coastal
US1TXHRR058,29.8133,-95.5389,SPRING VALLEY 2.7 NW,14,0,0.0,17.343587845684215,Coastal
US1TXHRR074,29.9564,-95.6463,CYPRESS 3.2 ESE,14,0,0.0,34.451138020573936,Coastal
US1TXHRR076,29.6471,-95.1895,PASADENA 2.4 WSW,14,14,100.0,21.483114499925957,Coastal
US1TXHRR084,29.6339,-95.1881,PASADENA 2.8 SW,14,14,100.0,22.47897998238163,Coastal
US1TXHRR086,29.775,-94.9253,BAYTOWN 3.2 NE,14,14,100.0,42.95589894287015,Coastal
US1TXHRR089,29.5289,-95.1852,FRIENDSWOOD 1.4 NNE,14,4,28.57,31.293675280338014,Coastal
US1TXHRR093,29.6849,-95.2197,PASADENA 4.4 WNW,14,0,0.0,16.74474241482742,Coastal
US1TXHRR095,29.5993,-95.1161,TAYLOR LAKE VILLAGE 4.1 WNW,14,8,57.14,30.347140259969198,Coastal
US1TXHRR114,30.0212,-95.8043,HOCKLEY 2.5 ESE,14,13,92.86,50.955758855047414,Rural
US1TXHRR116,29.8121,-95.8177,KATY 1.0 NNE,14,2,14.29,43.59173592729009,Coastal
US1TXHRR117,30.1135,-95.5748,TOMBALL 2.7 ENE,14,0,0.0,43.98309599464305,Coastal
US1TXHRR119,29.718,-95.4369,WEST UNIVERSITY PLACE 0.4 WNW,14,0,0.0,7.970680661094325,Coastal
US1TXHRR122,29.7054,-95.6652,MISSION BEND 0.8 N,14,0,0.0,29.142728626993208,Coastal
US1TXHRR124,30.0075,-95.4846,SPRING 7.1 WSW,14,0,0.0,29.65573864360043,Coastal
US1TXHRR139,29.7851,-95.2015,CLOVERLEAF 1.7 W,14,1,7.14,16.500959265378935,Coastal
US1TXHRR147,29.6172,-95.2341,SOUTH HOUSTON 3.0 S,14,5,35.71,20.602618486311773,Coastal
US1TXHRR150,30.0651,-95.1997,KINGWOOD 0.9 WNW,14,8,57.14,37.68766184801227,Coastal
US1TXHRR159,29.9316,-95.5665,JERSEY VILLAGE 3.0 N,14,14,100.0,26.8934422599705,Coastal
US1TXHRR162,29.6954,-95.53,BELLAIRE 4.2 W,14,0,0.0,17.037961056294098,Coastal
US1TXHRR164,29.9326,-95.6258,JERSEY VILLAGE 4.6 NW,14,5,35.71,31.25698552622881,Coastal
US1TXHRR165,29.7858,-95.3735,HOUSTON 1.4 NE,14,3,21.43,2.888649559227545,Coastal
US1TXHRR168,29.5761,-95.214,PEARLAND 4.0 ENE,14,0,0.0,25.403324595284168,Coastal
US1TXHRR170,29.5308,-95.181,FRIENDSWOOD 1.6 NE,14,1,7.14,31.355013617717393,Coastal
US1TXHRR176,29.8054,-95.4529,HOUSTON 4.7 WNW,14,3,21.43,9.460061189503728,Coastal
US1TXHRR195,30.0203,-95.1539,HUMBLE 6.9 ENE,14,14,100.0,35.661830321119545,Coastal
US1TXHRR203,29.7946,-95.5261,HEDWIG VILLAGE 1.1 NNW,14,0,0.0,15.549170852304915,Coastal
US1TXHRR204,29.9172,-95.5617,JERSEY VILLAGE 2.0 NNE,14,14,100.0,25.444687101612622,Coastal
US1TXHRR209,29.7973,-95.3741,HOUSTON 2.1 NNE,14,0,0.0,4.1664037390583255,Coastal
US1TXHRR217,29.5548,-95.1255,WEBSTER 1.6 NNW,14,0,0.0,32.84499477158177,Coastal
US1TXHRR222,29.766,-95.7086,MISSION BEND 5.7 NNW,14,0,0.0,32.69076524099706,Coastal
US1TXHRR223,29.7668,-95.7061,MISSION BEND 5.6 NNW,14,10,71.43,32.45132051236908,Coastal
US1TXHRR225,30.0342,-95.6226,TOMBALL 4.3 S,14,13,92.86,39.019699740497266,Coastal
US1TXHRR228,29.7948,-95.737,KATY 5.2 E,14,0,0.0,35.63096533309409,Coastal
US1TXHRR232,29.7398,-95.3977,HOUSTON 2.1 SSW,14,0,0.0,3.4923009118826465,Coastal
US1TXHRR234,29.6703,-94.9945,MORGAN'S POINT 0.8 ESE,14,14,100.0,37.609777790299006,Coastal
US1TXHRR236,29.7468,-95.6015,BUNKER HILL VILLAGE 4.4 WSW,14,6,42.86,22.396235067011876,Coastal
US1TXHRR237,29.5727,-95.1271,WEBSTER 2.8 NNW,14,11,78.57,31.377474881386522,Coastal
US1TXHRR238,29.5865,-95.1379,WEBSTER 3.9 NNW,14,3,21.43,29.580809392671437,Coastal
US1TXHRR243,29.9999,-95.5745,TOMBALL 7.2 SSE,14,4,28.57,33.171310547501434,Coastal
US1TXHRR245,29.5759,-95.1437,WEBSTER 3.4 NNW,14,14,100.0,29.95205416163088,Coastal
US1TXHRR306,30.0592,-95.2262,KINGWOOD 2.4 W,14,0,0.0,36.04116042648907,Coastal
US1TXHST003,31.3438,-95.4494,CROCKETT 1.8 NNE,14,0,0.0,176.27455120029055,Rural
US1TXJJ0003,29.9747,-93.9578,PORT NECHES 1.0 W,14,11,78.57,138.24881987289965,Rural
US1TXJJ0007,30.0725,-94.1692,BEAUMONT 1.8 SW,14,14,100.0,120.83493234146954,Rural
US1TXJJ0008,30.0874,-94.1389,BEAUMONT 0.3 E,14,14,100.0,124.10198984123326,Rural
US1TXJJ0009,30.0527,-94.182,BEAUMONT 3.3 SW,14,1,7.14,119.04418675321313,Rural
US1TXJJ0010,29.9526,-93.9727,PORT ARTHUR 9.1 NNW,14,9,64.29,136.44138771931785,Rural
US1TXJJ0011,30.0225,-94.1555,BEAUMONT 4.6 S,14,0,0.0,120.66425759029251,Rural
US1TXJS0002,30.903,-94.1065,JASPER 6.7 W,14,4,28.57,175.6617769866579,Rural
US1TXJS0003,30.6405,-93.8851,KIRBYVILLE 1.5 SE,14,0,0.0,173.0573314845635,Rural
US1TXJS0006,30.4647,-93.963,BUNA 1.4 N,14,5,35.71,156.38280722901453,Rural
US1TXLR0001,30.3336,-95.0889,CLEVELAND 0.9 SW,14,10,71.43,69.28282081859277,Rural
US1TXLR0010,30.2722,-95.0688,CLEVELAND 5.0 S,14,9,64.29,63.91212130738715,Rural
US1TXLR0013,30.2928,-95.082,CLEVELAND 3.6 S,14,0,0.0,65.41152529389653,Rural
US1TXLR0014,30.0501,-94.8914,DAYTON 0.2 E,14,1,7.14,56.2913177656798,Rural
US1TXLR0015,30.0403,-94.8815,DAYTON 1.1 SE,14,4,28.57,56.469189711622185,Rural
US1TXMDS002,30.9023,-95.9182,MADISONVILLE 3.5 S,14,8,57.14,137.48285023299124,Rural
US1TXMNG004,30.4496,-95.6901,MONTGOMERY 4.0 N,14,7,50.0,82.63150639387267,Rural
US1TXMNG008,30.1667,-95.5103,THE WOODLANDS 1.4 WNW,14,9,64.29,47.199428033138865,Coastal
US1TXMNG014,30.413,-95.66,MONTGOMERY 2.6 NE,14,0,0.0,77.78659721554405,Rural
US1TXMNG018,30.3867,-95.6135,MONTGOMERY 4.9 E,14,13,92.86,73.5195584898812,Rural
US1TXMNG020,30.3774,-95.6335,MONTGOMERY 3.8 ESE,14,0,0.0,73.18482850862026,Rural
US1TXMNG021,30.3976,-95.6954,MONTGOMERY 0.4 N,14,0,0.0,77.50371889144925,Rural
US1TXMNG023,30.2185,-95.5084,THE WOODLANDS 4.4 NNW,14,14,100.0,52.69643917344152,Rural
US1TXMNG026,30.1985,-95.4959,THE WOODLANDS 2.8 N,14,0,0.0,50.24426283870649,Rural
US1TXMNG030,30.1417,-95.4658,THE WOODLANDS 1.8 SE,14,2,14.29,43.43509020765617,Coastal
US1TXMNG031,30.3227,-95.4596,CONROE 0.7 E,14,0,0.0,63.16099828730424,Rural
US1TXMNG033,30.3212,-95.4898,CONROE 1.1 W,14,14,100.0,63.45913906262807,Rural
US1TXMNG035,30.153,-95.6572,PINEHURST 3.8 SE,14,0,0.0,51.72244563440576,Rural
US1TXMNG036,30.2135,-95.5621,THE WOODLANDS 5.8 NW,14,8,57.14,53.713727820710915,Rural
US1TXMNG051,30.1703,-95.7552,MAGNOLIA 2.8 S,14,0,0.0,58.80807823144622,Rural
US1TXMNG054,30.2731,-95.5437,MONTGOMERY 12.2 SE,14,11,78.57,59.45472441712824,Rural
US1TXMNG058,30.1474,-95.4528,THE WOODLANDS 2.3 ESE,14,8,57.14,43.80930477780449,Coastal
US1TXMNG061,30.2947,-95.4842,CONROE 2.1 SSW,14,0,0.0,60.46384886736136,Rural
US1TXMNG063,30.1911,-95.1316,ROMAN FOREST 1.9 ENE,14,6,42.86,53.15230447617239,Rural
US1TXMNG064,30.0991,-95.4083,PINEHURST 0.4 SSE,14,0,0.0,37.88640289367817,Coastal
US1TXMTG004,28.8681,-96.1662,PALACIOS 11.5 NNE,14,8,57.14,125.67694615588235,Rural
US1TXNW0002,31.151,-93.5993,BURKEVILLE 11.2 NNE,14,2,14.29,229.62355999652826,Rural
US1TXOR0001,30.0428,-93.8675,BRIDGE CITY 1.3 NW,14,3,21.43,148.20392553741476,Rural
US1TXOR0006,30.2327,-93.9818,VIDOR 7.2 N,14,0,0.0,143.645683006004,Rural
US1TXPL0003,30.8009,-95.1039,ONALASKA 0.6 SSE,14,5,35.71,118.52960636533854,Rural
US1TXPL0016,30.7097,-94.9271,LIVINGSTON 0.5 E,14,14,100.0,113.85108836599656,Rural
US1TXPL0018,30.6984,-95.0765,LIVINGSTON 8.4 W,14,0,0.0,108.08805762676484,Rural
US1TXPL0022,30.7131,-94.9478,LIVINGSTON 0.7 WNW,14,14,100.0,113.47571903993689,Rural
US1TXPL0024,30.6733,-94.9483,LIVINGSTON 2.6 SSW,14,14,100.0,109.33920062111429,Rural
US1TXPL0025,30.6904,-94.7108,LIVINGSTON 13.4 E,14,14,100.0,121.3021402118702,Rural
US1TXPL0027,30.8064,-95.1165,ONALASKA 0.6 WSW,14,0,0.0,118.87310124830742,Rural
US1TXPL0028,30.7286,-95.1025,LIVINGSTON 10.0 W,14,7,50.0,110.72612347209763,Rural
US1TXPL0032,30.8977,-94.9428,MOSCOW 7.0 W,14,8,57.14,132.9845226769883,Rural
US1TXPL0035,30.8603,-95.0783,LIVINGSTON 13.4 NW,14,0,0.0,125.51108059378193,Rural
US1TXSA0001,31.1342,-94.1062,BROADDUS 15.3 SE,14,0,0.0,194.99888634618188,Rural
US1TXSA0002,31.225,-94.13,BROADDUS 9.9 SE,14,13,92.86,201.62140153943244,Rural
US1TXSB0001,31.3206,-93.7072,HEMPHILL 8.6 E,14,6,42.86,235.51684738768733,Rural
US1TXSJ0010,30.8304,-95.2116,POINT BLANK 5.8 N,14,2,14.29,119.99064535160213,Rural
US1TXSJ0011,30.7407,-95.2072,POINT BLANK 0.7 ESE,14,0,0.0,110.16431325172029,Rural
