ID,LAT,LON,NAME,Total Days,Missing Days,Missing %
US1CTWN0001,41.9252,-72.0924,WOODSTOCK VALLEY 1.4 SW,12,12,100.0
US1CTWN0003,41.8442,-72.0379,POMFRET CENTER 4.9 SW,12,11,91.67
US1MABE0002,42.1998,-73.3551,GREAT BARRINGTON 0.4 N,12,12,100.0
US1MABE0003,42.2898,-73.3195,STOCKBRIDGE .2 NNE,12,0,0.0
US1MABE0004,42.2591,-73.1321,BECKET 5.6 SSW,12,10,83.33
US1MABE0005,42.2529,-73.2313,TYRINGHAM 1.5 WNW,12,10,83.33
US1MAFR0008,42.4562,-72.3441,NEW SALEM 3.1 S,12,12,100.0
US1MAFR0012,42.4522,-72.5661,SUNDERLAND 1.3 SE,12,12,100.0
US1MAHD0007,42.1136,-72.53,SPRINGFIELD 0.5 ESE,12,12,100.0
US1MAHD0009,42.1098,-72.4581,WILBRAHAM 2.1 SSW,12,0,0.0
US1MAHD0056,42.2276,-72.6228,HOLYOKE 1.4 NE,12,12,100.0
US1MAHS0002,42.2794,-72.787,WESTHAMPTON 1.8 SW,12,1,8.33
US1MAWR0006,42.0842,-72.0225,SOUTHBRIDGE 0.6 E,12,9,75.0
US1MAWR0118,42.0528,-72.1269,STURBRIDGE 4.6 SW,12,0,0.0
US1NJAT0001,39.5483,-74.8671,BUENA VISTA TWP 2.6 NNE,12,0,0.0
US1NJAT0002,39.5565,-74.8048,HAMILTON TWP 5.5 NW,12,4,33.33
US1NJAT0005,39.6404,-74.8261,HAMMONTON 3.3 WSW,12,0,0.0
US1NJAT0051,39.6429,-74.7895,HAMMONTON 1.5 SW,12,12,100.0
US1NJBG0002,40.9027,-74.0834,SADDLE BROOK TWP 0.6 E,12,5,41.67
US1NJBG0003,40.9147,-73.9775,TENAFLY 1.3 W,12,0,0.0
US1NJBG0006,41.0586,-74.1341,RAMSEY 0.6 E,12,12,100.0
US1NJBG0008,40.9071,-74.0934,SADDLE BROOK TWP 0.3 NNE,12,12,100.0
US1NJBG0010,40.9915,-74.0123,RIVER VALE TWP 1.5 S,12,11,91.67
US1NJBG0015,40.7915,-74.1398,NORTH ARLINGTON 0.7 WNW,12,0,0.0
US1NJBG0017,40.9511,-74.1183,GLEN ROCK 0.7 SSE,12,0,0.0
US1NJBG0018,40.8481,-74.0002,PALISADES PARK 0.2 WNW,12,0,0.0
US1NJBG0023,41.0191,-74.2334,OAKLAND 0.9 SSE,12,0,0.0
US1NJBG0029,41.0328,-74.245,OAKLAND 0.2 WNW,12,0,0.0
US1NJBG0030,41.0253,-74.2236,OAKLAND 1.0 ESE,12,0,0.0
US1NJBG0033,40.8536,-74.0943,WOOD RIDGE 0.6 NNW,12,5,41.67
US1NJBT0003,40.0786,-74.8209,BURLINGTON 1.7 E,12,0,0.0
US1NJBT0004,39.9684,-74.8648,MOUNT LAUREL TWP 2.5 ENE,12,2,16.67
US1NJBT0005,39.8315,-74.8083,MEDFORD TWP 2.4 SSE,12,1,8.33
US1NJBT0006,39.9716,-74.9343,MOORESTOWN TWP 0.6 SE,12,0,0.0
US1NJBT0007,40.1146,-74.6393,CHESTERFIELD TWP 0.4 ESE,12,0,0.0
US1NJBT0010,39.9164,-74.5788,PEMBERTON TWP 3.0 SSE,12,10,83.33
US1NJBT0011,40.0672,-74.8223,BURLINGTON TWP 0.9 ENE,12,12,100.0
US1NJBT0018,39.8596,-74.8537,MEDFORD TWP 1.7 W,12,10,83.33
US1NJBT0022,39.9407,-74.7456,SOUTHAMPTON TWP 2.4 NW,12,12,100.0
US1NJBT0023,40.0085,-74.908,MOORESTOWN TWP 2.7 NE,12,5,41.67
US1NJBT0025,39.821,-74.5383,WOODLAND TWP 1.8 SW,12,1,8.33
US1NJBT0027,39.9448,-74.9128,MOUNT LAUREL TWP 0.5 WSW,12,12,100.0
US1NJBT0028,39.8572,-74.817,MEDFORD LAKES 0.6 W,12,0,0.0
US1NJBT0029,39.854,-74.6807,TABERNACLE TWP 2.7 NNW,12,0,0.0
US1NJBT0032,39.8378,-74.7467,TABERNACLE TWP 5.0 WNW,12,0,0.0
US1NJBT0035,39.9321,-74.7736,SOUTHAMPTON TWP 3.2 WNW,12,1,8.33
US1NJBT0036,39.8594,-74.7971,MEDFORD LAKES 0.4 ENE,12,3,25.0
US1NJBT0037,39.9664,-74.8293,HAINESPORT TWP 0.8 SSE,12,0,0.0
US1NJBT0040,39.9071,-74.717,SOUTHAMPTON TWP 0.5 S,12,3,25.0
US1NJBT0041,39.9296,-74.8779,MOUNT LAUREL TWP 1.9 SE,12,12,100.0
US1NJBT0045,39.9551,-74.6817,PEMBERTON 1.1 S,12,6,50.0
US1NJBT0050,39.972,-74.685,PEMBERTON 0.1 NE,12,12,100.0
US1NJBT0052,39.9971,-74.7772,MOUNT HOLLY TWP 0.5 ENE,12,6,50.0
US1NJCN0001,39.9471,-75.0408,MERCHANTVILLE 0.5 ESE,12,0,0.0
US1NJCN0005,39.7109,-74.9679,WINSLOW TWP 3.5 W,12,0,0.0
US1NJCN0011,39.81,-74.9357,BERLIN TWP 0.6 WNW,12,0,0.0
US1NJCN0015,39.8315,-75.0244,STRATFORD 0.5 WNW,12,0,0.0
US1NJCN0017,39.8183,-74.9956,LINDENWOLD 0.3 WNW,12,2,16.67
US1NJCN0019,39.8933,-75.0942,MOUNT EPHRAIM 0.9 N,12,0,0.0
US1NJCN0020,39.765,-74.9615,BERLIN 2.2 SW,12,1,8.33
US1NJES0010,40.8255,-74.2531,VERONA TWP 0.7 SW,12,12,100.0
US1NJES0011,40.8648,-74.2157,CEDAR GROVE TWP 0.9 NE,12,10,83.33
US1NJES0015,40.8565,-74.2004,MONTCLAIR 2.2 NNE,12,0,0.0
US1NJES0018,40.7245,-74.2595,MAPLEWOOD TWP 0.9 SE,12,0,0.0
US1NJES0019,40.8615,-74.2775,WEST CALDWELL TWP 1.3 NE,12,2,16.67
US1NJES0020,40.785,-74.1885,BLOOMFIELD 1.7 S,12,0,0.0
US1NJES0021,40.8305,-74.2539,VERONA TWP 0.6 WSW,12,12,100.0
US1NJGL0001,39.7332,-75.1331,PITMAN 0.1 W,12,0,0.0
US1NJGL0006,39.5936,-75.0692,FRANKLIN TWP 2.7 W,12,0,0.0
US1NJGL0008,39.6465,-75.1141,ELK TWP 2.5 ESE,12,12,100.0
US1NJGL0010,39.7555,-75.236,MULLICA HILL 1.3 NNW,12,5,41.67
US1NJGL0011,39.6991,-75.2876,WOOLWICH TWP 3.2 SSE,12,0,0.0
US1NJGL0012,39.7739,-75.0925,WASHINGTON TWP 2.1 NNW,12,5,41.67
US1NJGL0015,39.6916,-75.0596,MONROE TWP 5.1 WNW,12,1,8.33
US1NJGL0017,39.7111,-75.1402,GLASSBORO 1.6 WNW,12,4,33.33
US1NJGL0019,39.8286,-75.122,DEPTFORD TWP 0.9 NNW,12,11,91.67
US1NJGL0022,39.8009,-75.2387,EAST GREENWICH TWP 0.7 N,12,4,33.33
US1NJGL0023,39.8111,-75.2214,EAST GREENWICH TWP 1.7 NE,12,0,0.0
US1NJGL0024,39.686,-75.1855,ELK TWP 2.2 NW,12,0,0.0
US1NJGL0029,39.6764,-75.0974,CLAYTON 1.4 NW,12,12,100.0
US1NJGL0030,39.7242,-75.0607,WASHINGTON TWP 1.7 SSE,12,1,8.33
US1NJGL0031,39.7103,-75.0654,WASHINGTON TWP 2.6 S,12,8,66.67
US1NJHD0002,40.7729,-74.1409,KEARNY 1.7 NW,12,2,16.67
US1NJHN0001,40.7261,-74.8433,CALIFON 0.6 NW,12,3,25.0
US1NJHN0002,40.4547,-75.0318,STOCKTON 4.4 NW,12,12,100.0
US1NJHN0003,40.6418,-74.8827,CLINTON 1.6 ENE,12,1,8.33
US1NJHN0004,40.6055,-74.9224,FRANKLIN TWP 2.8 NNE,12,0,0.0
US1NJHN0005,40.5724,-74.8147,READINGTON TWP 2.0 WSW,12,2,16.67
US1NJHN0007,40.66,-75.008,BETHLEHEM TWP 0.6 S,12,7,58.33
US1NJHN0008,40.6727,-74.903,HIGH BRIDGE 0.6 WNW,12,12,100.0
US1NJHN0009,40.5663,-74.9443,FRANKLIN TWP 0.4 W,12,9,75.0
US1NJHN0010,40.5083,-74.8152,FLEMINGTON 2.3 E,12,0,0.0
US1NJHN0011,40.594,-74.749,READINGTON TWP 1.8 ENE,12,0,0.0
US1NJHN0012,40.6317,-75.1045,HOLLAND TWP 2.6 NNE,12,0,0.0
US1NJHN0015,40.5091,-74.8549,FLEMINGTON 0.3 E,12,0,0.0
US1NJHN0018,40.6872,-74.8575,CLINTON TWP 3.9 N,12,0,0.0
US1NJHN0019,40.6064,-74.871,LEBANON 3.2 SW,12,0,0.0
US1NJHN0021,40.6841,-74.8389,LEBANON 2.8 N,12,0,0.0
US1NJHN0022,40.4549,-75.012,KINGWOOD TWP 2.5 S,12,0,0.0
US1NJHN0025,40.6418,-74.8249,LEBANON 0.5 E,12,8,66.67
US1NJHN0026,40.5726,-75.0123,ALEXANDRIA TWP 1.5 SE,12,4,33.33
US1NJHN0027,40.5677,-75.0228,ALEXANDRIA TWP 1.5 SSE,12,12,100.0
US1NJHN0029,40.5548,-74.7819,FLEMINGTON 5.2 NE,12,0,0.0
US1NJHN0031,40.5342,-75.0559,FRENCHTOWN 0.5 N,12,5,41.67
US1NJHN0032,40.6202,-74.9828,UNION TWP 1.2 SW,12,12,100.0
US1NJMC0001,40.3295,-74.782,PENNINGTON 0.5 ENE,12,2,16.67
US1NJMC0002,40.2286,-74.6472,HAMILTON TWP 2.3 NE,12,0,0.0
US1NJMC0003,40.3294,-74.6482,WEST WINDSOR TWP 3.0 NNW,12,7,58.33
US1NJMC0005,40.31,-74.7243,LAWRENCE TWP 1.0 NNW,12,0,0.0
US1NJMC0008,40.324,-74.8523,HOPEWELL TWP 2.8 WSW,12,6,50.0
US1NJMC0009,40.2707,-74.7295,LAWRENCE TWP 1.8 SSW,12,3,25.0
US1NJMC0011,40.2519,-74.7751,EWING TWP 1.6 SE,12,0,0.0
US1NJMC0015,40.2703,-74.7275,LAWRENCE TWP 1.8 SSW,12,12,100.0
US1NJMC0016,40.2104,-74.6204,ROBBINSVILLE TWP 1.7 WSW,12,0,0.0
US1NJMC0021,40.1918,-74.6786,HAMILTON TWP 0.9 S,12,11,91.67
US1NJMC0022,40.2733,-74.7175,LAWRENCE TWP 1.6 S,12,3,25.0
US1NJMC0027,40.3735,-74.8347,HOPEWELL TWP 2.4 NW,12,0,0.0
US1NJMC0029,40.2778,-74.7926,EWING TWP 1.2 N,12,7,58.33
US1NJMC0030,40.3046,-74.758,HOPEWELL TWP 3.9 SE,12,9,75.0
US1NJMC0050,40.2413,-74.7755,EWING TWP 2.1 SE,12,12,100.0
US1NJMD0002,40.447,-74.508,NORTH BRUNSWICK TWP 1.5 W,12,0,0.0
US1NJMD0006,40.3003,-74.5286,CRANBURY TWP 0.9 SSW,12,8,66.67
US1NJMD0009,40.4099,-74.573,SOUTH BRUNSWICK TWP 3.1 NW,12,0,0.0
US1NJMD0015,40.4031,-74.5199,SOUTH BRUNSWICK TWP 1.3 NNE,12,12,100.0
US1NJMD0023,40.5789,-74.4014,SOUTH PLAINFIELD 0.8 ENE,12,4,33.33
US1NJMD0024,40.5392,-74.4795,PISCATAWAY TWP 1.0 WSW,12,12,100.0
US1NJMD0028,40.4897,-74.4409,NEW BRUNSWICK 0.3 NE,12,1,8.33
US1NJMD0031,40.4513,-74.3129,OLD BRIDGE TWP 3.3 N,12,12,100.0
US1NJMD0033,40.5835,-74.4284,SOUTH PLAINFIELD 0.9 NW,12,0,0.0
US1NJMD0038,40.5629,-74.3669,EDISON TWP 1.9 N,12,6,50.0
US1NJMD0039,40.4739,-74.4,EAST BRUNSWICK TWP 3.3 NNE,12,4,33.33
US1NJMD0043,40.5554,-74.274,WOODBRIDGE TWP 1.1 ESE,12,0,0.0
US1NJMD0044,40.5835,-74.4195,SOUTH PLAINFIELD 0.7 NNW,12,0,0.0
US1NJMD0045,40.5759,-74.2847,WOODBRIDGE TWP 1.1 NNE,12,7,58.33
US1NJMN0001,40.201,-74.009,BRADLEY BEACH 0.2 ESE,12,12,100.0
US1NJMN0005,40.2421,-74.0298,OCEAN TWP 0.8 SE,12,5,41.67
US1NJMN0006,40.3622,-74.0833,RED BANK 1.3 NW,12,5,41.67
US1NJMN0008,40.1678,-74.0261,LAKE COMO 0.2 S,12,9,75.0
US1NJMN0010,40.3034,-74.04,EATONTOWN 1.2 NE,12,0,0.0
US1NJMN0012,40.3204,-74.1927,COLTS NECK TWP 2.4 NW,12,12,100.0
US1NJMN0015,40.3773,-74.1595,HOLMDEL TWP 0.7 E,12,8,66.67
US1NJMN0016,40.2279,-74.3142,FREEHOLD TWP 1.0 WNW,12,9,75.0
US1NJMN0017,40.1838,-74.2448,HOWELL TWP 2.5 W,12,0,0.0
US1NJMN0019,40.2274,-74.0127,ASBURY PARK 0.3 N,12,0,0.0
US1NJMN0020,40.1739,-74.0656,WALL TWP 1.7 ENE,12,3,25.0
US1NJMN0024,40.18,-74.052,WALL TWP 2.5 ENE,12,7,58.33
US1NJMN0029,40.427,-74.1071,MIDDLETOWN TWP 2.9 NNW,12,12,100.0
US1NJMN0032,40.3627,-74.0312,FAIR HAVEN 0.4 E,12,4,33.33
US1NJMN0042,40.1526,-74.1974,HOWELL TWP 2.0 S,12,10,83.33
US1NJMN0044,40.3716,-73.9972,RUMSON 0.7 NNE,12,1,8.33
US1NJMN0048,40.297,-74.0015,LONG BRANCH 0.5 W,12,0,0.0
US1NJMN0049,40.1761,-74.0353,BELMAR 0.6 WSW,12,9,75.0
US1NJMN0051,40.3671,-73.9979,RUMSON 0.5 NE,12,8,66.67
US1NJMN0052,40.235,-74.4755,MILLSTONE TWP 2.9 WNW,12,1,8.33
US1NJMN0055,40.251,-74.2819,FREEHOLD 0.7 SSW,12,1,8.33
US1NJMN0058,40.3004,-74.3311,MANALAPAN TWP 1.6 NNE,12,5,41.67
US1NJMS0002,40.667,-74.4827,LONG HILL TWP 1.2 SSE,12,0,0.0
US1NJMS0003,40.8054,-74.5045,MORRIS TWP 0.8 NW,12,0,0.0
US1NJMS0004,40.9658,-74.4878,ROCKAWAY TWP 0.7 NE,12,12,100.0
US1NJMS0006,40.9018,-74.5189,ROCKAWAY 0.4 NNW,12,0,0.0
US1NJMS0008,40.8232,-74.5484,RANDOLPH TWP 2.2 SE,12,12,100.0
US1NJMS0009,40.8581,-74.658,ROXBURY TWP 1.7 S,12,11,91.67
US1NJMS0011,40.9096,-74.4141,BOONTON 0.6 NW,12,2,16.67
US1NJMS0014,40.7556,-74.4098,MADISON 0.5 ESE,12,5,41.67
US1NJMS0015,40.7836,-74.6325,MENDHAM TWP 2.0 W,12,3,25.0
US1NJMS0016,40.969,-74.371,KINNELON 1.4 SE,12,12,100.0
US1NJMS0018,41.0127,-74.5103,JEFFERSON TWP 2.4 ENE,12,0,0.0
US1NJMS0019,40.6713,-74.5175,LONG HILL TWP 1.8 WSW,12,0,0.0
US1NJMS0021,40.8451,-74.5969,RANDOLPH TWP 0.8 W,12,0,0.0
US1NJMS0022,40.8763,-74.7807,MOUNT OLIVE TWP 2.1 WNW,12,0,0.0
US1NJMS0023,40.8821,-74.5944,MINE HILL TWP 0.4 NE,12,0,0.0
US1NJMS0025,40.8315,-74.5449,RANDOLPH TWP 2.1 ESE,12,2,16.67
US1NJMS0031,40.9158,-74.4758,DENVILLE TWP 2.0 NNE,12,0,0.0
US1NJMS0033,40.7856,-74.6858,CHESTER 0.3 ESE,12,12,100.0
US1NJMS0034,40.8558,-74.7476,MOUNT OLIVE TWP 0.8 SSW,12,12,100.0
US1NJMS0035,40.9008,-74.4893,DENVILLE TWP 0.8 N,12,0,0.0
US1NJMS0036,40.8656,-74.3851,PARSIPPANY-TROY HILLS TWP 2.1,12,0,0.0
US1NJMS0039,40.8533,-74.447,PARSIPPANY-TROY HILLS TWP 1.3,12,8,66.67
US1NJMS0040,40.7481,-74.3908,CHATHAM 0.6 NW,12,1,8.33
US1NJMS0042,40.8398,-74.5432,RANDOLPH TWP 2.0 E,12,1,8.33
US1NJMS0047,40.7924,-74.45,MORRISTOWN 1.4 E,12,11,91.67
US1NJMS0049,40.778,-74.3992,FLORHAM PARK 0.2 WNW,12,1,8.33
US1NJMS0050,40.7798,-74.5854,MENDHAM TWP 0.5 ESE,12,0,0.0
US1NJMS0051,40.8759,-74.6304,ROXBURY TWP 1.2 ESE,12,0,0.0
US1NJMS0054,40.8675,-74.7536,MOUNT OLIVE TWP 0.6 W,12,0,0.0
US1NJMS0058,40.7924,-74.4546,MORRISTOWN 1.2 ESE,12,12,100.0
US1NJMS0060,40.7817,-74.6738,CHESTER TWP 0.6 ENE,12,12,100.0
US1NJMS0061,40.7853,-74.8612,WASHINGTON TWP 3.6 W,12,0,0.0
US1NJOC0001,40.0936,-74.103,BRICK TWP 2.4 N,12,7,58.33
US1NJOC0006,40.0797,-74.0989,BRICK TWP 1.5 NNE,12,7,58.33
US1NJOC0008,39.9847,-74.0726,LAVALLETTE 1.1 N,12,7,58.33
US1NJOC0009,39.9496,-74.1363,TOMS RIVER TWP 3.1 SSE,12,8,66.67
US1NJOC0012,39.7287,-74.2894,STAFFORD TWP 2.1 NW,12,0,0.0
US1NJOC0013,40.0878,-74.052,POINT PLEASANT BEACH 0.5 SW,12,0,0.0
US1NJOC0017,39.8626,-74.141,LACEY TWP 6.3 E,12,1,8.33
US1NJOC0019,39.9409,-74.1749,PINE BEACH 0.4 NW,12,11,91.67
US1NJOC0024,39.9331,-74.1455,BERKELEY TWP 2.9 ENE,12,3,25.0
US1NJOC0033,40.1535,-74.3859,JACKSON TWP 4.1 NNW,12,9,75.0
US1NJOC0034,40.128,-74.293,JACKSON TWP 2.4 NE,12,11,91.67
US1NJOC0036,39.6747,-74.3483,LITTLE EGG HARBOR TWP 5.4 N,12,0,0.0
US1NJOC0038,40.1245,-74.1035,BRICK TWP 3.5 N,12,12,100.0
US1NJOC0040,40.1181,-74.3972,JACKSON TWP 2.5 WNW,12,0,0.0
US1NJOC0042,39.9028,-74.2064,BERKELEY TWP 1.3 SSW,12,0,0.0
US1NJOC0049,40.1018,-74.2757,JACKSON TWP 4.3 E,12,11,91.67
US1NJOC0051,39.735,-74.2525,STAFFORD TWP 2.2 NNE,12,4,33.33
US1NJOC0053,40.0663,-74.357,JACKSON TWP 2.2 S,12,12,100.0
US1NJPS0004,40.9713,-74.1856,NORTH HALEDON 0.6 N,12,2,16.67
US1NJPS0005,40.9517,-74.1573,HAWTHORNE 0.4 S,12,0,0.0
US1NJPS0012,40.8796,-74.227,LITTLE FALLS TWP 0.5 WNW,12,0,0.0
US1NJPS0013,41.1705,-74.3293,WEST MILFORD TWP 5.5 NE,12,12,100.0
US1NJPS0014,40.9436,-74.1523,HAWTHORNE 1.0 SSE,12,0,0.0
US1NJPS0015,40.9369,-74.2515,WAYNE TWP 0.8 SSW,12,11,91.67
US1NJPS0016,41.141,-74.3536,WEST MILFORD TWP 3.2 NE,12,0,0.0
US1NJPS0017,40.8918,-74.196,WOODLAND PARK 0.1 NW,12,12,100.0
US1NJPS0018,40.9163,-74.2005,PATERSON 2.0 W,12,10,83.33
US1NJPS0019,41.0351,-74.2892,WANAQUE 0.6 S,12,0,0.0
US1NJPS0021,41.0739,-74.368,WEST MILFORD TWP 2.5 SSE,12,1,8.33
US1NJPS0022,41.0653,-74.2571,RINGWOOD 3.0 SSE,12,1,8.33
US1NJPS0038,41.0073,-74.331,BLOOMINGDALE 1.6 S,12,12,100.0
US1NJSL0002,39.6561,-75.3338,WOODSTOWN 0.6 NW,12,0,0.0
US1NJSL0003,39.5137,-75.1363,PITTSGROVE TWP 1.9 S,12,0,0.0
US1NJSM0001,40.4726,-74.5904,HILLSBOROUGH TWP 4.7 ESE,12,0,0.0
US1NJSM0002,40.6831,-74.5524,BERNARDS TWP 0.9 ENE,12,3,25.0
US1NJSM0003,40.493,-74.5175,FRANKLIN TWP 2.1 ENE,12,0,0.0
US1NJSM0004,40.6834,-74.5731,BERNARDS TWP 0.6 NNW,12,0,0.0
US1NJSM0005,40.6262,-74.6535,BRIDGEWATER TWP 3.3 NW,12,0,0.0
US1NJSM0011,40.6563,-74.6305,BEDMINSTER TWP 2.9 ESE,12,0,0.0
US1NJSM0012,40.5006,-74.4875,FRANKLIN TWP 3.8 ENE,12,3,25.0
US1NJSM0013,40.5704,-74.6053,SOMERVILLE 0.2 ENE,12,5,41.67
US1NJSM0015,40.5017,-74.6671,HILLSBOROUGH TWP 0.4 ENE,12,5,41.67
US1NJSM0021,40.4552,-74.6361,MONTGOMERY TWP 3.0 NE,12,0,0.0
US1NJSM0022,40.3936,-74.6773,MONTGOMERY TWP 2.3 S,12,5,41.67
US1NJSM0023,40.4511,-74.6699,MONTGOMERY TWP 1.8 NNE,12,8,66.67
US1NJSM0026,40.5123,-74.5174,FRANKLIN TWP 3.1 NE,12,3,25.0
US1NJSM0027,40.5138,-74.6739,HILLSBOROUGH TWP 1.0 N,12,7,58.33
US1NJSM0030,40.683,-74.5777,BERNARDS TWP 0.7 NW,12,12,100.0
US1NJSM0031,40.7343,-74.6478,PEAPACK-GLADSTONE 1.3 NNE,12,11,91.67
US1NJSM0033,40.5247,-74.7029,HILLSBOROUGH TWP 2.4 NW,12,5,41.67
US1NJSM0034,40.5733,-74.5908,BRIDGEWATER TWP 1.6 SSE,12,12,100.0
US1NJSM0039,40.5462,-74.5287,FRANKLIN TWP 4.6 NNW,12,0,0.0
US1NJSM0040,40.6148,-74.4994,WARREN TWP 1.5 SSE,12,9,75.0
US1NJSM0045,40.5606,-74.6649,BRIDGEWATER TWP 3.8 SW,12,3,25.0
US1NJSM0046,40.614,-74.6228,BRIDGEWATER TWP 1.6 NNW,12,5,41.67
US1NJSM0049,40.5816,-74.6674,BRIDGEWATER TWP 3.2 WSW,12,3,25.0
US1NJSM0050,40.6092,-74.6992,BRANCHBURG TWP 3.3 NNE,12,1,8.33
US1NJSM0068,40.5426,-74.6006,MANVILLE 0.6 W,12,12,100.0
US1NJSS0001,41.0197,-74.7611,ANDOVER TWP 1.7 W,12,1,8.33
US1NJSS0003,41.2215,-74.488,VERNON TWP 1.7 N,12,11,91.67
US1NJSS0007,41.089,-74.5399,HARDYSTON TWP 3.2 SE,12,0,0.0
US1NJSS0017,41.2929,-74.6176,WANTAGE TWP 3.5 N,12,12,100.0
US1NJSS0020,41.2288,-74.6059,WANTAGE TWP 1.5 SE,12,0,0.0
US1NJSS0022,41.2122,-74.5222,VERNON TWP 2.2 WNW,12,12,100.0
US1NJSS0026,41.1569,-74.6348,LAFAYETTE TWP 3.6 NE,12,11,91.67
US1NJSS0027,41.0609,-74.7564,NEWTON 0.5 NNW,12,2,16.67
US1NJSS0028,41.3037,-74.7808,MONTAGUE TWP 2.7 WNW,12,2,16.67
US1NJSS0029,41.0086,-74.6819,SPARTA TWP 4.0 SW,12,7,58.33
US1NJUN0003,40.6412,-74.2726,LINDEN 2.2 NW,12,12,100.0
US1NJUN0007,40.6606,-74.3287,WESTFIELD 1.0 NE,12,12,100.0
US1NJUN0010,40.6945,-74.3898,NEW PROVIDENCE 0.8 ESE,12,0,0.0
US1NJUN0014,40.6588,-74.3358,WESTFIELD 0.6 NE,12,7,58.33
US1NJUN0016,40.6676,-74.2822,KENILWORTH 0.8 SSE,12,12,100.0
US1NJUN0017,40.6722,-74.3096,CRANFORD TWP 1.1 NNW,12,6,50.0
US1NJUN0018,40.7079,-74.2841,UNION TWP 1.1 NW,12,5,41.67
US1NJUN0019,40.7294,-74.3719,SUMMIT 1.0 NNW,12,12,100.0
US1NJWR0001,40.6554,-75.1167,GREENWICH TWP 1.6 S,12,0,0.0
US1NJWR0002,40.8549,-74.9815,LIBERTY TWP 1.7 WSW,12,12,100.0
US1NJWR0004,40.9611,-74.97,BLAIRSTOWN TWP 2.0 SE,12,0,0.0
US1NJWR0005,40.8515,-74.8403,HACKETTSTOWN 0.8 W,12,0,0.0
US1NJWR0006,40.9412,-74.8428,ALLAMUCHY TWP 1.7 NNW,12,0,0.0
US1NJWR0007,40.8522,-74.9494,LIBERTY TWP 1.0 S,12,6,50.0
US1NJWR0008,40.9408,-74.9385,BLAIRSTOWN TWP 4.1 SE,12,0,0.0
US1NJWR0012,40.7103,-74.9942,FRANKLIN TWP 2.9 E,12,3,25.0
US1NJWR0017,40.8234,-74.9578,MANSFIELD TWP 2.6 WNW,12,0,0.0
US1NJWR0020,40.8014,-74.9978,OXFORD TWP 0.6 SSW,12,2,16.67
US1NJWR0021,40.7623,-74.9719,WASHINGTON 0.6 ENE,12,6,50.0
US1NJWR0022,41.0238,-74.9212,HARDWICK TWP 3.6 E,12,1,8.33
US1NJWR0023,40.7964,-75.0447,WHITE TWP 1.7 S,12,0,0.0
US1NJWR0024,40.9784,-75.0329,BLAIRSTOWN TWP 1.8 W,12,0,0.0
US1NYCB0001,42.1335,-73.7679,HUDSON 8.2 S,12,0,0.0
US1NYCB0006,42.4727,-73.6439,NORTH CHATHAM 0.6 W,12,0,0.0
US1NYCB0023,42.3559,-73.6084,CHATHAM 0.7 SW,12,12,100.0
US1NYDL0005,42.3003,-74.9026,DELHI 1.5 NNE,12,0,0.0
US1NYDL0008,42.1496,-74.6189,MARGARETVILLE 1.7 ENE,12,10,83.33
US1NYDL0009,42.1792,-74.9167,ANDES 6.8 W,12,0,0.0
