ID,LAT,LON,NAME,Total Days,Missing Days,Missing %
US1FLCT0042,28.9709,-82.4168,HERNANDO 5.1 NNW,11,9,81.82
US1FLCY0024,29.7668,-82.0079,KEYSTONE HEIGHTS 1.8 ESE,11,9,81.82
US1FLCY0037,30.0616,-81.7134,FLEMING ISLAND 2.2 S,11,1,9.09
US1FLCY0039,30.1517,-81.7424,ORANGE PARK 2.5 WSW,11,1,9.09
US1FLCY0042,30.0057,-81.7178,GREEN COVE SPRINGS 2.6 WNW,11,2,18.18
US1FLCY0051,30.1628,-81.7091,ORANGE PARK 0.5 SSW,11,7,63.64
US1FLCY0057,30.1054,-81.7027,FLEMING ISLAND 1.3 NE,11,9,81.82
US1FLDV0026,30.2608,-81.7444,JACKSONVILLE 7.3 SW,11,5,45.45
US1FLDV0050,30.3848,-81.521,JACKSONVILLE 8.9 ENE,11,6,54.55
US1FLDV0069,30.3033,-81.7635,JACKSONVILLE 6.7 WSW,11,4,36.36
US1FLDV0118,30.2583,-81.5586,JACKSONVILLE 7.9 SE,11,1,9.09
US1FLDV0120,30.1871,-81.6107,JACKSONVILLE 10.6 SSE,11,6,54.55
US1FLDV0126,30.2673,-81.7486,JACKSONVILLE 7.1 SW,11,3,27.27
US1FLFL0019,29.4722,-81.2439,BUNNELL 1.0 ENE,11,6,54.55
US1FLFL0021,29.5663,-81.2054,PALM COAST 0.6 ESE,11,10,90.91
US1FLFL0030,29.5161,-81.245,PALM COAST 4.2 SSW,11,1,9.09
US1FLFL0038,29.5123,-81.2128,PALM COAST 4.1 S,11,7,63.64
US1FLFL0049,29.544,-81.2166,PALM COAST 1.9 S,11,4,36.36
US1FLFL0050,29.5441,-81.2398,PALM COAST 2.4 SW,11,6,54.55
US1FLGC0003,29.6765,-82.6687,NEWBERRY 4.0 WNW,11,3,27.27
US1FLGL0007,26.8206,-81.4495,LA BELLE 4.5 NNW,11,1,9.09
US1FLGL0013,26.9838,-81.0984,MOORE HAVEN 10.4 N,11,6,54.55
US1FLHB0027,28.1228,-82.4531,LUTZ 1.3 SSE,11,1,9.09
US1FLHB0040,28.0824,-82.464,UNIVERSITY WEST 2.0 WNW,11,1,9.09
US1FLHB0044,27.7057,-82.4005,RUSKIN 1.8 ESE,11,1,9.09
US1FLHB0060,27.9058,-82.2411,VALRICO 2.8 SSE,11,2,18.18
US1FLHB0107,27.7086,-82.3483,SUN CITY CENTER 0.9 SSE,11,2,18.18
US1FLHB0116,28.1341,-82.4719,LUTZ 0.6 WSW,11,9,81.82
US1FLHB0123,28.0939,-82.2561,THONOTOSASSA 3.6 NE,11,8,72.73
US1FLHB0128,27.7036,-82.4066,RUSKIN 1.6 ESE,11,7,63.64
US1FLHB0136,27.903,-82.3264,BRANDON 2.8 SW,11,2,18.18
US1FLHB0138,27.9382,-82.5047,TAMPA 2.0 SW,11,8,72.73
US1FLHB0141,28.0687,-82.4965,CARROLLWOOD 1.3 N,11,1,9.09
US1FLHB0142,28.1648,-82.2965,ZEPHYRHILLS 8.8 SW,11,6,54.55
US1FLHB0150,27.9004,-82.3247,RIVERVIEW 2.1 NNW,11,10,90.91
US1FLHB0153,27.7377,-82.3497,SUN CITY CENTER 1.1 N,11,8,72.73
US1FLHB0154,27.9942,-82.269,SEFFNER 0.4 ESE,11,1,9.09
US1FLHB0156,28.059,-82.4871,CARROLLWOOD 0.7 NNE,11,2,18.18
US1FLHB0162,27.9697,-82.296,BRANDON 2.8 N,11,3,27.27
US1FLHB0166,27.8869,-82.3449,RIVERVIEW 2.1 WNW,11,1,9.09
US1FLHB0167,27.8964,-82.4957,TAMPA 4.4 S,11,9,81.82
US1FLHB0168,28.07,-82.5587,CARROLLWOOD VILLAGE 2.3 W,11,1,9.09
US1FLHB0172,27.8175,-82.309,RIVERVIEW 3.7 S,11,1,9.09
US1FLHB0180,28.0543,-82.2657,THONOTOSASSA 2.3 ESE,11,6,54.55
US1FLHL0001,27.3424,-81.429,LAKE PLACID 4.8 NW,11,5,45.45
US1FLHL0003,27.2877,-81.3853,LAKE PLACID 1.1 WSW,11,2,18.18
US1FLHL0030,27.4995,-81.498,SEBRING 2.8 WNW,11,2,18.18
US1FLHL0038,27.4687,-81.417,SEBRING 2.7 SE,11,3,27.27
US1FLHL0043,27.4415,-81.3377,SEBRING 7.9 ESE,11,10,90.91
US1FLHM0005,30.334,-82.762,WHITE SPRINGS 0.3 NW,11,8,72.73
US1FLHN0011,28.6396,-82.3385,NORTH BROOKSVILLE 6.3 NE,11,8,72.73
US1FLHN0022,28.5228,-82.3394,BROOKSVILLE 3.9 SE,11,2,18.18
US1FLHN0026,28.4715,-82.5992,SPRING HILL 2.4 WSW,11,1,9.09
US1FLHN0040,28.5372,-82.5652,WEEKI WACHEE 1.7 NNE,11,3,27.27
US1FLHN0041,28.4611,-82.5085,SPRING HILL 3.6 ESE,11,2,18.18
US1FLHY0005,26.6639,-81.09,CLEWISTON 11.2 WSW,11,7,63.64
US1FLHY0008,26.7582,-81.4432,LABELLE 0.3 WNW,11,1,9.09
US1FLIR0019,27.7598,-80.4927,SEBASTIAN 2.0 SSW,11,2,18.18
US1FLIR0027,27.6102,-80.393,VERO BEACH 2.5 S,11,1,9.09
US1FLIR0036,27.6409,-80.4804,VERO BEACH 5.3 W,11,6,54.55
US1FLIR0048,27.7109,-80.4427,VERO BEACH 5.4 NNW,11,3,27.27
US1FLIR0051,27.8208,-80.5931,FELLSMERE 3.8 N,11,1,9.09
US1FLIR0054,27.7646,-80.5343,VERO BEACH 11.9 NW,11,1,9.09
US1FLIR0055,27.6408,-80.4356,VERO BEACH 2.6 W,11,6,54.55
US1FLLE0022,26.4946,-82.0774,SAINT JAMES CITY 0.4 SSE,11,8,72.73
US1FLLE0037,26.6423,-81.8488,FORT MYERS 0.8 N,11,7,63.64
US1FLLE0057,26.5674,-81.9979,CAPE CORAL 4.9 S,11,2,18.18
US1FLLE0059,26.6917,-82.0127,CAPE CORAL 3.9 NNW,11,8,72.73
US1FLLE0065,26.5304,-81.9027,CYPRESS LAKE 0.5 SSW,11,5,45.45
US1FLLE0068,26.5504,-81.6508,LEHIGH ACRES 3.8 SSW,11,3,27.27
US1FLLE0074,26.684,-81.8547,NORTH FORT MYERS 2.8 ESE,11,5,45.45
US1FLLE0075,26.4435,-81.8179,ESTERO 0.5 WNW,11,7,63.64
US1FLLE0076,26.7169,-81.7211,FORT MYERS 10.0 NE,11,3,27.27
US1FLLK0023,28.9017,-81.7576,LEESBURG 9.9 NE,11,6,54.55
US1FLLK0027,28.5422,-81.6831,OAKLAND 3.4 WSW,11,1,9.09
US1FLLK0028,28.8679,-81.9152,FRUITLAND PARK 0.8 NNW,11,1,9.09
US1FLLK0031,28.8499,-81.9446,LADY LAKE 5.5 S,11,1,9.09
US1FLLK0036,28.5737,-81.7821,CLERMONT 2.1 NW,11,3,27.27
US1FLLK0041,28.7284,-81.8878,LEESBURG 5.5 S,11,6,54.55
US1FLLK0042,28.493,-81.7677,CLERMONT 4.1 S,11,4,36.36
US1FLLK0046,28.4575,-81.7474,CLERMONT 6.5 S,11,4,36.36
US1FLLK0049,28.389,-81.6594,CLERMONT 12.7 SSE,11,7,63.64
US1FLLV0015,29.0409,-82.6598,INGLIS 0.6 N,11,3,27.27
US1FLMA0017,27.5182,-82.6511,BRADENTON 4.9 WNW,11,10,90.91
US1FLMA0018,27.505,-82.4005,BRADENTON 11.0 E,11,8,72.73
US1FLMA0028,27.5319,-82.7317,ANNA MARIA 0.2 NNE,11,6,54.55
US1FLMA0042,27.4886,-82.6818,CORTEZ 1.5 NNW,11,8,72.73
US1FLMR0020,28.9744,-81.9986,THE VILLAGES 2.7 NNW,11,3,27.27
US1FLMR0032,29.042,-81.9983,SUMMERFIELD 3.0 NE,11,1,9.09
US1FLMR0057,29.2542,-82.1267,OCALA 4.6 N,11,1,9.09
US1FLMR0071,29.1109,-82.2871,OCALA 10.8 WSW,11,10,90.91
US1FLMR0079,29.1782,-82.2683,OCALA 8.3 W,11,1,9.09
US1FLMT0001,27.1222,-80.3169,PALM CITY 4.0 SW,11,3,27.27
US1FLMT0016,26.993,-80.5739,CANAL POINT 9.9 NNE,11,9,81.82
US1FLMT0019,27.2541,-80.2604,JENSEN BEACH 2.2 NW,11,9,81.82
US1FLMT0026,27.0326,-80.4732,INDIANTOWN 0.4 SW,11,1,9.09
US1FLMT0028,27.2573,-80.2338,JENSEN BEACH 1.5 N,11,1,9.09
US1FLMT0031,27.1755,-80.285,PALM CITY 1.4 NW,11,1,9.09
US1FLMT0038,27.1238,-80.2566,STUART 4.9 S,11,9,81.82
US1FLMT0041,27.0314,-80.4752,INDIANTOWN 0.5 SW,11,6,54.55
US1FLMT0046,27.1198,-80.2145,PORT SALERNO 2.4 SW,11,4,36.36
US1FLOB0002,27.5847,-81.0456,OKEECHOBEE 27.1 NNW,11,2,18.18
US1FLOR0025,28.5709,-81.4959,ORLANDO 7.4 WNW,11,4,36.36
US1FLOR0030,28.3645,-81.4146,ORLANDO 12.0 S,11,1,9.09
US1FLOR0046,28.5139,-81.4096,ORLANDO 2.2 WNW,11,7,63.64
US1FLOR0047,28.5262,-81.5612,WINTER GARDEN 2.8 SSE,11,8,72.73
US1FLOR0048,28.5299,-81.1934,UNION PARK 3.5 SE,11,9,81.82
US1FLOR0049,28.5428,-81.5764,WINTER GARDEN 1.4 SSE,11,6,54.55
US1FLOR0054,28.6849,-81.4972,APOPKA 1.0 E,11,3,27.27
US1FLOR0059,28.5001,-81.379,ORLANDO 0.4 SW,11,8,72.73
US1FLOR0061,28.5492,-81.6524,OAKLAND 1.5 WSW,11,1,9.09
US1FLOR0068,28.444,-81.5548,BAY HILL 2.9 SW,11,8,72.73
US1FLOR0080,28.4601,-81.1001,BITHLO 7.6 S,11,2,18.18
US1FLOS0001,28.193,-81.4997,POINCIANA PLACE 2.6 NNW,11,1,9.09
US1FLOS0029,28.2659,-81.261,ST. CLOUD 2.4 NE,11,6,54.55
US1FLOS0031,28.2738,-81.4647,CAMPBELL 1.4 NNW,11,1,9.09
US1FLOS0033,28.2619,-81.4462,KISSIMMEE 3.6 SW,11,9,81.82
US1FLOS0038,28.3125,-81.2413,ST. CLOUD 5.7 NNE,11,8,72.73
US1FLPB0007,26.518,-80.145,SUN VALLEY 0.8 SW,11,6,54.55
US1FLPB0009,26.9458,-80.2299,JUPITER 7.9 W,11,7,63.64
US1FLPB0031,26.714,-80.307,ROYAL PALM BEACH 5.0 W,11,2,18.18
US1FLPB0037,26.651,-80.2475,WELLINGTON 0.7 SE,11,1,9.09
US1FLPB0043,26.902,-80.1246,JUPITER 2.0 SW,11,4,36.36
US1FLPB0081,26.797,-80.035,PALM BEACH SHORES 1.4 N,11,2,18.18
US1FLPB0096,26.7235,-80.6665,BELLE GLADE 2.6 N,11,3,27.27
US1FLPB0117,26.6033,-80.1768,GREENACRES CITY 2.9 SW,11,2,18.18
US1FLPB0122,26.8196,-80.0686,NORTH PALM BEACH 0.7 W,11,2,18.18
US1FLPK0013,28.0337,-81.7415,WINTER HAVEN 1.3 WSW,11,9,81.82
US1FLPK0055,28.1722,-81.8492,POLK CITY 1.6 WSW,11,1,9.09
US1FLPK0060,28.0202,-81.6158,DUNDEE 0.3 E,11,10,90.91
US1FLPN0009,27.7255,-82.6325,ST. PETERSBURG 2.3 SSE,11,4,36.36
US1FLPN0017,27.7532,-82.7309,SOUTH PASADENA 0.6 E,11,6,54.55
US1FLPN0049,27.8239,-82.6358,ST. PETERSBURG 4.6 N,11,8,72.73
US1FLPN0071,28.0729,-82.7654,PALM HARBOR 1.0 S,11,1,9.09
US1FLPN0077,27.8618,-82.8348,SEMINOLE 3.3 WNW,11,2,18.18
US1FLPN0081,27.7229,-82.6492,ST. PETERSBURG 2.5 S,11,1,9.09
US1FLPN0087,27.7389,-82.7053,GULFPORT 0.6 SSE,11,3,27.27
US1FLPN0094,27.882,-82.7411,LARGO 3.1 SE,11,2,18.18
US1FLPN0097,27.7657,-82.7359,ST. PETERSBURG 5.8 W,11,2,18.18
US1FLPN0105,27.8899,-82.6599,FEATHER SOUND 1.3 S,11,3,27.27
US1FLPN0108,27.8126,-82.6258,ST. PETERSBURG 3.9 NNE,11,3,27.27
US1FLPN0115,28.0908,-82.7765,PALM HARBOR 0.8 WNW,11,4,36.36
US1FLPN0119,27.7528,-82.7372,SOUTH PASADENA 0.2 ENE,11,3,27.27
US1FLPN0120,27.7912,-82.7445,ST. PETERSBURG 6.2 WNW,11,3,27.27
US1FLPN0122,27.8007,-82.6741,ST. PETERSBURG 3.5 NNW,11,5,45.45
US1FLPS0001,28.3505,-82.6836,HUDSON 1.1 ESE,11,2,18.18
US1FLPS0010,28.3522,-82.2225,DADE CITY 1.8 WSW,11,1,9.09
US1FLPS0015,28.4225,-82.206,DADE CITY 4.3 N,11,2,18.18
US1FLPS0051,28.1875,-82.7321,HOLIDAY 0.6 E,11,2,18.18
US1FLPS0053,28.2027,-82.4341,LAND O' LAKES 1.8 SE,11,9,81.82
US1FLPS0075,28.2088,-82.6757,NEW PORT RICHEY 3.7 SE,11,10,90.91
US1FLPT0004,29.5517,-81.6579,SATSUMA 0.2 WSW,11,3,27.27
US1FLPT0007,29.5909,-81.6063,SATSUMA 4.0 NE,11,1,9.09
US1FLPT0021,29.4661,-81.521,CRESCENT CITY 2.0 N,11,2,18.18
US1FLPT0029,29.6414,-81.7153,PALATKA 3.6 W,11,3,27.27
US1FLSJ0020,29.85,-81.2904,ST. AUGUSTINE 3.1 SSE,11,3,27.27
US1FLSJ0023,29.9269,-81.3517,ST. AUGUSTINE 3.4 NW,11,1,9.09
US1FLSJ0029,30.1925,-81.3702,SAWGRASS 0.0 E,11,6,54.55
US1FLSJ0031,30.1215,-81.4323,PALM VALLEY 5.9 SSW,11,8,72.73
US1FLSJ0039,30.0123,-81.4802,ST JOHNS 6.2 SE,11,3,27.27
US1FLSJ0046,30.1004,-81.5726,FRUIT COVE 2.7 E,11,2,18.18
US1FLSL0011,27.3864,-80.3286,FORT PIERCE 2.8 SSE,11,1,9.09
US1FLSL0043,27.2439,-80.4066,PORT ST. LUCIE 4.1 SW,11,7,63.64
US1FLSL0051,27.2671,-80.4102,PORT ST. LUCIE 3.5 WSW,11,8,72.73
US1FLSM0004,28.7904,-81.27,SANFORD 0.4 ENE,11,9,81.82
US1FLSM0018,28.7971,-81.3051,SANFORD 1.9 WNW,11,8,72.73
US1FLSM0026,28.6831,-81.3997,ALTAMONTE SPRINGS 1.5 N,11,5,45.45
US1FLSM0027,28.6462,-81.3805,ALTAMONTE SPRINGS 1.4 SE,11,8,72.73
US1FLSM0037,28.6376,-81.1293,CHULUOTA 0.6 WSW,11,3,27.27
US1FLSM0044,28.6401,-81.3493,MAITLAND 1.4 NE,11,10,90.91
US1FLSM0048,28.6597,-81.2171,OVIEDO 2.2 W,11,1,9.09
US1FLSM0051,28.6419,-81.3247,CASSELBERRY 1.5 S,11,8,72.73
US1FLSS0014,27.061,-82.172,NORTH PORT 1.6 ENE,11,7,63.64
US1FLSS0015,27.1132,-82.1657,NORTH PORT 4.7 NNE,11,1,9.09
US1FLSS0040,27.0315,-82.4121,VENICE 4.8 SSE,11,2,18.18
US1FLSS0047,27.3401,-82.5235,SARASOTA 1.4 E,11,3,27.27
US1FLSS0052,27.2779,-82.5501,SARASOTA 4.0 S,11,6,54.55
US1FLSS0059,27.041,-82.1276,NORTH PORT 4.2 E,11,3,27.27
US1FLSS0062,27.2286,-82.4619,VAMO 2.1 E,11,8,72.73
US1FLSS0063,27.3622,-82.4746,SARASOTA 4.8 ENE,11,1,9.09
US1FLSS0065,27.1278,-82.3793,NOKOMIS 3.6 E,11,5,45.45
US1FLSS0073,27.3193,-82.4086,SARASOTA SPRINGS 4.4 E,11,2,18.18
US1FLSS0077,27.2816,-82.5089,SARASOTA 4.4 SSE,11,8,72.73
US1FLSS0079,27.3305,-82.4653,FRUITVILLE 0.2 SW,11,2,18.18
US1FLSS0082,26.961,-82.3507,ENGLEWOOD 0.2 ENE,11,8,72.73
US1FLSS0084,27.1182,-82.1586,NORTH PORT 5.2 NNE,11,1,9.09
US1FLSS0089,26.9787,-82.3647,ENGLEWOOD 1.5 NNW,11,6,54.55
US1FLSS0091,27.3114,-82.5152,SARASOTA 2.6 SE,11,6,54.55
US1FLST0008,28.931,-82.006,THE VILLAGES 3.5 WSW,11,7,63.64
US1FLST0026,28.9033,-81.9658,THE VILLAGES 2.8 ESE,11,1,9.09
US1FLST0032,28.9197,-81.9995,LADY LAKE 4.3 W,11,1,9.09
US1FLSW0008,30.3067,-83.1533,LIVE OAK 10.0 W,11,1,9.09
US1FLVL0001,29.0314,-80.8947,NEW SMYRNA BEACH 1.5 E,11,1,9.09
US1FLVL0005,29.265,-81.0472,ORMOND BEACH 3.5 SE,11,7,63.64
US1FLVL0009,29.0995,-81.3569,DE LAND 5.7 NW,11,2,18.18
US1FLVL0024,29.1344,-81.3626,DE LEON SPRINGS 1.3 NNW,11,5,45.45
US1FLVL0029,29.0662,-80.915,NEW SMYRNA BEACH 2.3 N,11,6,54.55
US1FLVL0038,28.8606,-80.8712,OAK HILL 2.8 WSW,11,9,81.82
US1FLVL0059,29.0436,-80.974,NEW SMYRNA BEACH 3.4 WNW,11,10,90.91
US1FLVL0060,29.1452,-80.996,PORT ORANGE 2.5 NNE,11,7,63.64
US1FLVL0061,29.3621,-81.0754,ORMOND BEACH 4.8 NNE,11,7,63.64
US1FLVL0062,29.1122,-81.007,PORT ORANGE 0.2 NNW,11,7,63.64
US1FLVL0070,29.0293,-81.2925,DE LAND 0.6 SSE,11,1,9.09
US1FLVL0075,28.9644,-80.9048,EDGEWATER 0.2 S,11,7,63.64
US1FLVL0077,29.0318,-80.984,NEW SMYRNA BEACH 3.9 W,11,6,54.55
US1FLVL0083,28.9818,-81.28,DE LAND 3.9 SSE,11,1,9.09
US1FLVL0084,28.9789,-81.2353,LAKE HELEN 0.4 SW,11,4,36.36
US1FLVL0087,29.1209,-81.0104,PORT ORANGE 0.8 NNW,11,2,18.18
US1FLVL0099,29.3063,-81.0645,ORMOND BEACH 2.0 ENE,11,9,81.82
US1FLVL0104,29.2625,-81.1483,ORMOND BEACH 3.9 SW,11,3,27.27
US1FLVL0105,29.241,-81.445,PIERSON 1.0 ENE,11,2,18.18
US1GAAT0002,31.3382,-82.8172,PEARSON 3.5 NE,11,10,90.91
US1GABK0001,33.0601,-82.0573,WAYNESBORO 3.3 SW,11,5,45.45
US1GACK0027,33.9848,-83.4504,ATHENS 3.8 WNW,11,2,18.18
US1GACM0018,30.7866,-81.6818,KINGSLAND 1.2 WSW,11,6,54.55
US1GACM0020,30.7442,-81.5742,ST. MARYS 1.0 S,11,5,45.45
US1GACP0002,31.8746,-83.9104,CORDELE 10.4 SW,11,4,36.36
US1GACQ0002,31.116,-83.8577,MOULTRIE 6.2 SW,11,4,36.36
US1GACT0015,31.9433,-81.1587,COFFEE BLUFF,11,9,81.82
US1GACT0028,32.1177,-81.1519,GARDEN CITY 1.2 NNE,11,4,36.36
US1GACT0036,31.9425,-81.1596,SAVANNAH 5.9 SSW,11,5,45.45
US1GACT0040,31.9155,-81.0755,SAVANNAH 8.2 SSE,11,10,90.91
US1GACT0057,32.0006,-81.0569,SAVANNAH 4.7 ESE,11,2,18.18
US1GACT0077,32.047,-81.2364,SAVANNAH 6.3 WNW,11,1,9.09
US1GACT0079,32.0481,-81.0873,SAVANNAH 3.1 ENE,11,10,90.91
US1GACT0080,32.006,-80.9691,SAVANNAH 9.6 E,11,7,63.64
US1GACU0013,33.5566,-82.1364,EVANS 3.0 N,11,5,45.45
US1GADG0005,32.2058,-83.1456,EASTMAN 2.1 ENE,11,1,9.09
US1GAEF0022,32.2065,-81.2805,GUYTON 11.1 SE,11,1,9.09
US1GAEV0005,32.1576,-81.9156,CLAXTON 0.5 WSW,11,1,9.09
US1GAGE0001,33.4145,-83.2168,GREENSBORO 11.2 S,11,1,9.09
US1GAGN0005,31.1641,-81.3964,ST. SIMONS 1.1 SW,11,2,18.18
US1GALB0006,31.8347,-81.3749,MIDWAY 3.8 NE,11,3,27.27
US1GALB0011,31.8635,-81.5942,HINESVILLE 2.2 N,11,5,45.45
US1GALC0002,33.9767,-82.6225,TIGNALL 10.2 NE,11,1,9.09
US1GALN0003,31.0361,-83.1565,LAKELAND 4.8 W,11,6,54.55
US1GALW0007,30.8302,-83.3553,VALDOSTA 4.8 WSW,11,6,54.55
US1GALW0013,30.8456,-83.2779,VALDOSTA 0.3 S,11,5,45.45
US1GALW0014,30.8869,-83.2588,VALDOSTA 2.8 NNE,11,5,45.45
US1GALW0015,30.8446,-83.3179,VALDOSTA 2.4 W,11,5,45.45
US1GALW0016,30.9048,-83.3015,VALDOSTA 4.1 NNW,11,5,45.45
US1GALW0017,30.8043,-83.2771,VALDOSTA 3.1 S,11,5,45.45
US1GALW0018,30.9145,-83.2522,VALDOSTA 4.8 NNE,11,5,45.45
US1GALW0019,30.8474,-83.3292,VALDOSTA 3.0 W,11,5,45.45
US1GALW0024,30.97,-83.2487,VALDOSTA 8.5 NNE,11,1,9.09
US1GAMG0003,33.5969,-83.4651,MADISON 1.5 NNE,11,5,45.45
US1GAMI0002,31.4259,-81.258,SAPELO ISLAND 2.3 NW,11,10,90.91
US1GAOC0012,33.9124,-83.4804,WATKINSVILLE 5.4 NW,11,4,36.36
US1GAOC0015,33.8817,-83.509,BOGART 4.7 SSE,11,9,81.82
US1GAOG0005,33.9055,-83.218,ARNOLDSVILLE 0.4 S,11,1,9.09
US1GAOG0010,33.8443,-83.0211,LEXINGTON 5.5 ESE,11,3,27.27
US1GARC0009,33.4951,-82.0695,WEST AUGUSTA 0.9 NW,11,3,27.27
US1GARC0016,33.3619,-82.0025,AUGUSTA 6.6 S,11,7,63.64
US1GASV0003,32.7494,-81.6523,SYLVANIA 0.8 W,11,7,63.64
US1GATH0002,30.8376,-83.9313,THOMASVILLE 2.8 E,11,1,9.09
US1GAWG0005,32.9833,-82.8125,SANDERSVILLE 0.0 ESE,11,5,45.45
US1GAWG0006,32.8127,-82.6906,HARRISON 2.2 ESE,11,2,18.18
US1GAWR0001,31.1662,-82.2662,WAYCROSS 6.3 ESE,11,8,72.73
US1GAWT0007,31.5303,-83.834,SYLVESTER 0.2 NE,11,4,36.36
US1NCBR0001,33.9247,-78.5696,CALABASH 1.9 NNE,11,9,81.82
US1NCBR0104,33.9236,-78.5648,CAROLINA SHORES 1.8 NE,11,2,18.18
US1NCBR0109,33.9297,-78.6118,CALABASH 2.9 NW,11,1,9.09
US1SCAK0004,33.5591,-81.9029,NORTH AUGUSTA 4.2 NE,11,10,90.91
US1SCAK0020,33.5243,-81.7288,AIKEN 1.1 S,11,1,9.09
US1SCAK0046,33.4778,-81.8371,BEECH ISLAND 4.7 NE,11,5,45.45
US1SCAK0051,33.44,-81.64,AIKEN 8.6 SE,11,2,18.18
